ID	Ebs_control12	Ebs_control11	Ebs_control10	Ebs_control9	Ebs_control8	Ebs_control7	Ebs_control6	Ebs_control5	Ebs_control4	Ebs_control3	Ebs_control2	Ebs_control1	Ebs_RA_4D12	Ebs_RA_4D11	Ebs_RA_4D10	Ebs_RA_4D9	Ebs_RA_4D8	Ebs_RA_4D7	Ebs_RA_4D6	Ebs_RA_4D5	Ebs_RA_4D4	Ebs_RA_4D3	Ebs_RA_4D2	Ebs_RA_4D1	Ebs_RA_2D12	Ebs_RA_2D11	Ebs_RA_2D10	Ebs_RA_2D9	Ebs_RA_2D8	Ebs_RA_2D7	Ebs_RA_2D6	Ebs_RA_2D5	Ebs_RA_2D4	Ebs_RA_2D3	Ebs_RA_2D2	Ebs_RA_2D1	encapsulated_control10	encapsulated_control9	encapsulated_control8	encapsulated_control7	encapsulated_control6	encapsulated_control5	encapsulated_control4	encapsulated_control3	encapsulated_control2	encapsulated_control1	encapsulated_RA_4D11	encapsulated_RA_4D10	encapsulated_RA_4D9	encapsulated_RA_4D8	encapsulated_RA_4D7	encapsulated_RA_4D6	encapsulated_RA_4D5	encapsulated_RA_4D4	encapsulated_RA_4D3	encapsulated_RA_4D2	encapsulated_RA_4D1	encapsulated_RA_2D12	encapsulated_RA_2D11	encapsulated_RA_2D10	encapsulated_RA_2D9	encapsulated_RA_2D8	encapsulated_RA_2D7	encapsulated_RA_2D6	encapsulated_RA_2D5	encapsulated_RA_2D4	encapsulated_RA_2D3	encapsulated_RA_2D2	encapsulated_RA_2D1
ENSMUSG00000026827	0.520096	0.244963	0.379543	1.02335	0	0.742192	0.951409	0.864252	0.191339	0.918975	0.612971	0.568526	0.399884	0.228653	0.358735	0.406227	0.295876	0.769624	0.581897	0.381749	0.141638	0	0	0.353813	0.418012	0.379543	0.236747	0.310932	0.383185	0.27694	0.157164	0.251938	0.701828	0.157164	0.0758541	0.43783	0.347459	0.10045	0.47311	0.366943	0.276039	0	0	0	0	0	0	0.03949	0.230535	0	0	0	0	0.294851	0.0462914	0.03949	0.376382	0.300244	0.184393	0.0897422	0.03949	0.141638	0	0	0.130687	0.171855	0.268096	0	0.226997
ENSMUSG00000013418	0.736375	0.879595	1.05376	0.45491	0.948174	1.00685	1.11734	0.664897	1.0158	1.00351	1.03691	0.835698	0.239106	0.219324	0.444833	0.373109	0.141638	0.130687	0.625199	0.157164	0.839266	0.157164	0.423756	0.506762	0.470495	0.544853	0.807553	0.621658	0.593419	0.842791	0.780963	0.621658	0.784446	0.856648	0.616798	0.675163	0.725708	0.72745	0.261841	0.344478	0.847818	0.422452	0.842791	0	0	0.835698	0.149355	0.258636	0.300244	0.304409	0.363723	0	0.0915355	0.122578	0.608849	0.363723	0.460157	0.572037	0.330425	0.263964	0.452521	0.27162	0.141638	0.263964	0.244963	0.55248	0.358735	0.506013	0.248212
ENSMUSG00000013766	1.04987	1.21068	1.15238	1.00163	0.77821	0.928601	0.132211	0.389849	0.51135	0.371857	0.378593	0.508142	0	0	0	0.15259	0.140089	0	0.130687	0	0	0.157164	0.45491	0.263964	0.390803	0	0.158278	0.283282	0	0.28107	0	0.155644	0.263964	0.219324	0.25601	0	0.232429	0.506762	0.406227	0.341549	0.132211	0.130687	0	0	0	0.478708	0	0	0	0	0	0	0	0	0.0445937	0	0	0	0	0	0	0	0.03949	0.112587	0	0	0	0	0
ENSMUSG00000028601	2.42559	2.42362	2.37505	2.50817	2.75654	2.54116	2.62452	2.66764	2.08461	2.21467	2.11411	2.27512	0.945767	1.11271	1.12988	0.851027	0.961436	0.72745	0.918975	1.10272	1.71732	1.6904	1.0453	1.65428	0.940524	0.807553	1.43546	1.21278	1.14284	1.23348	0.948174	1.07036	1.41042	1.52857	1.28235	1.50747	2.8221	2.54283	2.75654	2.91071	2.83252	2.73541	2.74413	0	0	2.83481	1.09613	0.485358	0.910968	0.379543	0.765402	0.669363	0.656504	0.122578	0.529034	0.82585	0.923402	0.888018	0.765402	0.591666	0.51135	1.10865	1.14602	0.909772	0.890589	0.842791	0.664063	0.485358	0.51135
ENSMUSG00000000903	1.23795	0.846137	0.793333	1.78621	0.443948	0.807553	0.880387	0.960632	1.00685	0.847818	1.12743	1.21521	0.590914	0.433244	0	0.566369	0.325535	0.385889	0.544853	0.387147	0.793333	0.369788	0.411735	0.528348	0.496466	0.746928	0.579896	0.57096	0.834865	0.610841	0.263964	0.476377	0.949393	0.835698	1.12303	0.406227	0.116369	0.498634	0.691782	0.663428	1.08352	1.03733	1.24176	0	0	0.468543	0.36461	0.305795	0.130687	0.410469	0.25601	0.406227	0.122578	0.0814958	0.250426	0.194524	0.244963	0.65919	0.130687	0.477541	0.355069	0.528348	0.335299	0.263964	0.32244	0.506762	0.130687	0.40276	0.452521
ENSMUSG00000038618	0.72745	0.444833	0.561912	1.0269	0.526936	0.506762	0.638752	0.422452	0.740649	0.614998	0.474422	0.900782	0.25601	0.223244	0	0.184393	0.244963	0	0	0.24601	0	0.622765	0.502296	0.784446	0.579896	1.17823	0.57844	0.872648	0.843269	0.733007	0.353813	0.15259	0.97332	0.806955	0.248212	0.345965	0.174923	0.132211	0.423756	0.263964	0.174923	0.157164	0.577641	0	0	0.157164	0.201935	0.18131	0	0.157164	0.24601	0.28107	0.141638	0.254471	0.174923	0.250426	0	0.141638	0.132211	0.15259	0.592421	0.406227	0.189536	0.130687	0.414518	0	0.32244	0.248212	0.141638
ENSMUSG00000033943	0.330425	0.406227	0.807553	0.381749	1.05531	0.749531	0.263964	1.29093	1.06343	0.929831	0.846811	0.966172	0.28107	0.248212	0.259732	0.791944	0.744031	0.78709	0.944249	0.520942	0.496466	0.381749	0	0.506013	0.276039	0.447905	0	0.621658	0.381749	0	0.617425	0.373109	0.27073	0.591666	0.5479	0.141638	0.834865	0.5479	0.303018	0	0.145027	0.182843	0.506013	0	0	0.252949	0.263964	0	0.379543	0.263964	0.158278	0	0.242604	0.263964	0.478708	0.443948	0.214074	0.300244	0.406227	0.557611	0	0	0.159291	0.205206	0.476377	0.171855	0.248212	0.225116	0.192928
ENSMUSG00000024033	0.691782	1.0557	0.599601	0.758539	0.857735	1.10383	0.883558	0.812127	0.653015	1.18608	0.876577	0.742192	0.365768	0.323831	0.248212	0.141638	0.0981885	0	0.208551	0.398608	0.726849	0.157164	0.544853	0.706713	0.675163	0.24601	0.242604	0.679143	0.303018	0.663428	0.670421	0.663428	0.485358	0.679143	0.235788	0.203543	0.130687	0.464539	0.399884	0.906404	0.232429	0.539364	0.98112	0	0	0.294851	0.03949	0	0.395892	0.171855	0.290847	0.666365	0.244963	0.59636	0.0355888	0.00770518	0.283282	0.191339	0.27073	0.130687	0.330425	0.263964	0.265334	0	0.506013	0.358735	0.160418	0.0213364	0.406227
ENSMUSG00000048439	0.783457	0.74307	0.456397	0.632491	0.80354	0.724835	0.90727	1.00037	0.753329	0.715327	1.28408	0.388591	0	0	0	0	0.232429	0	0	0	0.24601	0.265334	0.18131	0.49181	0.357249	0	0	0	0	0.263964	0.10045	0.443187	0.141638	0.143326	0.602012	0.440508	0.232429	0.141638	0	0.706713	0.476377	0.901336	0.24601	0	0	0.14764	0	0	0	0	0	0	0	0	0.03949	0	0.18131	0.130687	0	0.155644	0.241559	0	0	0	0.0462914	0	0	0	0.27162
ENSMUSG00000081868	0.141638	0.159291	0.0291362	0.132211	0.191339	0.310932	0.468543	0	0.132211	0.0915355	0.0635188	0.130687	0	0.00265011	0	0.0304371	0.0247993	0.0462914	0.219324	0.502296	0.116369	0.155644	0.116369	0.0278343	0.03949	0.26294	0	0.0304371	0.290847	0.226997	0.130687	0.248212	0.462134	0.151077	0.149355	0.490812	0.228653	0.496466	0.588025	0.477541	0.508142	0.330425	0.24601	1.14953	1.14953	1.0158	0.650576	0.602012	0.584339	0.265334	0.366943	0.715327	0.888018	0.0479817	0.681422	0.141638	0.141638	0.493296	0.263964	0.857735	0.251938	0.675163	0.501287	0.742192	0.577641	0.758539	0.603971	0.443948	0.575631
ENSMUSG00000024462	0.862973	0.506013	0.228653	0.236747	0.628341	0.978578	0.656504	0.332695	0.436482	1.00585	0.593419	0.467248	0.130687	0.363723	0	0.130687	0.189536	0	0	0	0	0.228653	0.263964	0	0.504474	0.506762	0.496466	0.130687	0.512427	0.475221	0.15259	0	0.362058	0.506013	0.443948	0.434553	0	0	0	0	0.345965	0.476377	0	0	0	0	0.321484	0.32244	0.134593	0.143326	0.132211	0.250426	0.506762	0.228653	0.355069	0	0.141638	0	0.0355888	0.149355	0	0	0.0278343	0	0	0.192928	0.0129113	0	0
ENSMUSG00000020898	0.358735	0.463635	0.415825	0.57096	0.317697	0.353813	0.499355	0.228653	0.740066	0.77821	0.814489	0.739377	0.557611	0.793888	0.667042	0.72745	0.327265	0.254471	0.656504	0.407949	0	0.232429	0.929831	0.197307	0.263964	0.228653	0.506013	0.419368	0.305795	0.236747	0.0411793	0.10045	0.283282	0.141638	0.28486	0.171855	0.158278	0.141638	0.317697	0	0.129401	0.250426	0.15259	0	0	0.330425	0.122578	0.114484	0.24601	0.236747	0.27073	0.130687	0	0.0861885	0.116369	0.252949	0.241559	0.130687	0.263964	0	0.130687	0.116369	0	0	0	0.283282	0.363723	0.248212	0.263964
ENSMUSG00000087397	0.451028	0.744031	0.588025	0.665531	0.503303	0.305795	0.514509	0.138545	0.295876	0.561912	0.305795	0.27162	0.0445937	0.0915355	0.289252	0.0462914	0.0462914	0.0101046	0.130687	0.120108	0.141638	0.0497111	0.03949	0.154111	0.457295	0.506013	0.464539	0.436482	0.0479817	0.130687	0.524848	0.0114996	0.523609	0.303018	0.263964	0.120108	0.141638	0.368618	0.0462914	0.03949	0.182843	0.130687	0.0716681	0	0	0.0646089	0.0101046	0.0101046	0	0.0915355	0.0114996	0.0183307	0.00532749	0.00131581	0	0	0	0.15259	0.0101046	0.0213364	0.019634	0.03949	0.0462914	0	0.03949	0.019634	0	0.0462914	0.03949
ENSMUSG00000041479	0.268096	0.132211	0.120108	0.294851	0.0915355	0.607118	0.143326	0.683388	0.0666575	0.130687	0.300244	0.541891	0.200745	0	0	0.141638	0.121282	0	0.254471	0	0	0	0	0	0.141638	0	0.14764	0.141638	0.15259	0.443187	0.24601	0.254471	0	0.0462914	0.263964	0.263964	0.786435	1.36659	1.24176	1.0557	1.24781	0.92074	0.395892	0	0	0.65919	0.414518	0.92074	0.395892	0.263964	0.168809	0.560833	0.309526	0.203543	0.251938	0.577641	0.506762	1.08675	0.964534	0.410469	0.829012	0.736375	0.625199	0.719264	0.475221	0.358735	0.433244	0.84189	0.406227
ENSMUSG00000086773	0.785783	0.877359	1.45257	0.593419	1.16942	1.09894	0.924884	0.406227	1.12743	1.06177	0.64175	0.51135	0.72153	0.261841	0.576991	0.257544	0.203543	0.657986	0.418012	0.592421	0.130687	0.250426	0.572037	0.5479	0.661894	0.872648	0.374008	0.961436	0.718665	0.530922	0.732452	0.37096	0.806955	0.330425	1.17527	0.746928	0.447905	0.406227	0.219324	0.463635	0.235788	0.567441	1.16237	0.508142	0.508142	0.317697	0.379543	0.381749	0.03949	0.244963	0.460157	0.628341	0.309526	0.263964	0.374008	0.457295	0.406227	0.43783	0.214074	0.263964	0.374008	0.443187	0.634495	0.57844	0.232429	0.593419	0.223244	0.464539	0.263964
ENSMUSG00000082481	0.0129113	0.0183307	0.0183307	0.254471	0.00890881	0	0	0	0.0114996	0.00532749	0.133399	0.141638	0.24601	0	0.125043	0.24601	0.230535	0	0.00890881	0.0114996	0.121282	0.019634	0.0157533	0.130687	0	0.203543	0	0.0157533	0.127531	0.00131581	0	0.170322	0.0462914	0.27073	0.154111	0.625199	0.47311	0.675163	0.379543	0.378593	0.822658	0.132211	0.116369	0.835698	0.835698	0.168809	0.585938	0.312906	0.27162	0.00131581	0.27073	0.477541	0.51135	0.0758541	0.37096	0.554391	0.418012	0.679143	0.191339	0.470495	0.330425	0.556667	0.145027	0.635498	0.584339	0.502296	0.561912	0.719264	0.205206
ENSMUSG00000063919	1.62728	1.66363	1.61002	1.53908	1.49901	1.18939	1.42737	1.19309	1.24368	0.821591	0.799482	0.72745	0.711511	0.418012	0.369788	0.826855	0.0826071	0.503303	0.330425	0.171855	0.542825	0.726849	0.957352	0.427033	0.5479	1.16237	0.929831	0.529722	0.450217	0.26294	0.612971	0.884303	0.561912	0.72153	0.919943	0.670421	1.5911	1.28408	0.898246	1.14104	1.13923	0.862108	1.16664	0	0	0.638752	0.696125	0.684071	0.664897	0.588778	0.585938	0.692466	0.263964	0.567441	0.452521	0.468543	0.197307	0.140089	0.130687	0.16778	0.273484	0	0.205206	0.186185	0.143326	0.440508	0.419368	0.191339	0.203543
ENSMUSG00000025925	0.734248	0.593419	0.530922	0.793333	0.842791	0.452521	0.527624	0.217667	0.203543	0.616798	0.581897	0.872045	0	0	0	0.394626	0	0.579097	0.616798	0.872045	0.244963	0	0	0.635498	0.5187	0	0.232429	0.422452	0.37496	0.379543	0.15259	0	0.0826071	0.228653	0.696125	0.577641	0	0.467248	0.228653	0.460157	0	0	0	0	0	0	0.03949	0	0	0.283282	0	0	0	0.125043	0.120108	0.141638	0	0.120108	0.0666575	0.75668	0.265334	0.143326	0	0.141638	0.234841	0	0	0.149355	0.15259
ENSMUSG00000087165	1.21278	0.902847	1.05808	0.781711	0.940959	0.37096	0.520942	0.312906	0.575631	0.469695	0.740066	0.891334	0.019634	0.656504	0.624537	0.366943	0.418012	0.709924	0.362058	0.670421	0.835698	0.26294	0.636736	0.194524	0.00650631	0.03949	0.0428945	0.451028	0.0462914	0.149355	0.145027	0.389849	0.00890881	0.0304371	0.133399	0.192928	0.130687	0.643758	0.232429	0.792506	0.250426	0.265334	0.133399	0.577641	0.577641	0.157164	0.00890881	0.00265011	0.00131581	0.171855	0.141638	0.0101046	0.00131581	0	0.165128	0	0	0.18131	0.0646089	0.0563355	0.0355888	0.0101046	0.24601	0.03949	0.00532749	0	0	0.03949	0.0915355
ENSMUSG00000097907	0.337637	0.458447	1.19368	0.348907	1.19062	0.436482	0.130687	0.679143	0.797121	0.80354	0.822658	0.675784	0.248212	0.151077	0.358735	0.130687	0.155644	0.232429	0.0683871	0.130687	0.171855	0.244963	0.157164	0	0.130687	0	0.223244	0	0.733692	0.585938	0.266709	0.28107	0.340046	0.141638	0	0.503303	0.352562	0.232429	0.524848	0.290847	0.257544	0.132211	0.263964	0	0	0.242604	0	0	0	0.0462914	0	0.157164	0	0.00890881	0	0.019634	0	0.0462914	0	0	0	0.232429	0.019634	0	0.03949	0.371857	0.140089	0.28486	0.0462914
ENSMUSG00000097912	0.230535	0.72153	0.84189	0.350388	1.0273	1.00986	1.39602	1.31654	0.949946	0.5187	0.637739	0.506762	0.368618	0.151077	0.132211	0.130687	0.770247	0.661894	0.506013	0.263964	0.36461	0.498634	0.638752	0.469695	0.443187	0.447905	0.719264	0.239106	0.475221	0.410469	0.734248	0.69764	0.614998	0.458447	0.464539	0.374008	0.28107	0.684071	0.5187	0	0.867055	0.474422	0.154111	0	0	0.469695	0.443948	0.459345	0.524848	0.226997	0.24601	0.414518	0.330425	0.36461	0.201935	0.450217	0.263964	0.0462914	0.442294	0.390803	0.212969	0.122578	0.517501	0.248212	0.130687	0.205206	0.273484	0.406227	0.230535
ENSMUSG00000034394	0.366943	0.496466	0	0.707771	0.341549	0.317697	0.42946	0.263964	0.309526	0.42946	0.443948	0	0.688635	0.718665	0.463635	1.01515	0.793333	0.443948	0.715327	0.647638	0.589775	0.464539	0.705766	0.305795	0.141638	0.143326	0	0.149355	0.03949	0.39765	0.464539	0.15259	0.254471	0	0	0	0.205206	0.184393	0	0	0	0	0.170322	0	0	0	0	0	0	0.141638	0.130687	0.132211	0	0.232429	0.205206	0.0101046	0	0.130687	0	0	0	0.019634	0	0.120108	0.0129113	0	0.0230654	0.0101046	0
ENSMUSG00000086040	0.157164	0.130687	0.200745	0.157164	0.0514139	0.121282	0.310932	0	0.0411793	0.0265401	0.135787	0.160418	0.252949	0.157164	0.0462914	0.18131	0.03949	0	0.03949	0.03949	0.0462914	0.0462914	0.219324	0.0497111	0.158278	0.171855	0.0278343	0.0462914	0	0.419368	0	0.129401	0	0.019634	0	0.212969	0.918975	0.31189	0.366943	0.799482	0.512427	0.494135	0.520096	0.654253	0.654253	0.376382	0.24601	0.228653	0.468543	0.254471	0.248212	0.235788	0.159291	0.0462914	0.28107	0.418012	0.0758541	0.332695	0.528348	0.5479	0.906404	0.200745	0.383185	0.203543	0.385889	0.520942	0.0411793	0.226997	0.496466
ENSMUSG00000083995	0.27073	0.31189	0.37096	0.27162	0.141638	0.00890881	0.212969	0.502296	0.159291	0.530922	0.10045	0.447905	0	0.18131	0.0114996	0	0.16778	0.112587	0.27694	0.27162	0	0	0.230535	0	0.10045	0.534139	0.141638	0	0	0.232429	0.0462914	0.03949	0.120108	0.276039	0.263964	0.0479817	0.407949	0.509213	0.577641	0.664063	0.769624	0.398608	0.656504	2.10226	2.10226	1.16237	0.49181	0.244963	0.42946	0.219324	0.414518	0	0.862108	0.36461	0.36461	0.317697	0.232429	0.232429	0.458447	0.506013	0.289252	0.36461	0.25601	0.32244	0.496466	0.516109	0.460157	0.309526	0.769624
ENSMUSG00000075595	1.45524	1.70321	1.57317	1.61751	1.2801	1.18525	1.02542	1.46128	1.16237	1.6944	1.42737	1.54445	0.141638	0	0.24601	0.261841	0.141638	0.80354	0.143326	0.378593	0.557611	0.476377	0.250426	0.197307	0.464539	0.733007	0.581207	0.609953	0.55248	1.09458	0.77821	0.747801	0.705766	0.489635	0.622765	0.713051	0.98112	0.976373	0.642748	1.1447	1.2202	1.48855	1.33642	0.251938	0.251938	1.73829	0.03949	0.310932	0	0.419368	0	0.263964	0.158278	0.239106	0.019634	0.464539	0.235788	0.273484	0.612971	0.406227	0.667042	0.757554	0.509213	0.219324	0.24601	0.406227	0.709924	0.327265	0.315294
ENSMUSG00000026775	0	0.232429	0.129401	0.228653	0.835698	0.219324	0.537773	0.592421	0.444833	0.851027	0.424602	1.07036	0.709924	0.835698	0.248212	0.700894	0.337637	0.477541	0.18131	0.214074	0	0.32244	0	0.718665	0.72745	0.642748	0.600743	0.406227	0.0683871	0.273484	0.617425	0	0.37496	0.155644	0.186185	0.171855	0.192928	0	0	0.226997	0	0	0	0	0	0	0	0.232429	0.143326	0.345965	0	0	0	0.28107	0.235788	0.0375354	0.379543	0.298858	0.182843	0.5479	0	0.03949	0.223244	0	0.130687	0.141638	0.019634	0.197307	0.24601
ENSMUSG00000098893	0.250426	0.157164	0	0.358735	0.529722	0	0.585938	0.31189	0	0.577641	0.692466	0.0897422	0	0	0	0	0	0.250426	0	0.203543	0.149355	0	0	0	0	0	0.0462914	0	0.31189	0	0	0.263964	0	0	0.0635188	0	0.656504	0.486905	0.577641	0.332695	0.814489	0.773966	1.16422	0	0	1.06689	0.569606	0.394626	0.572037	0.509213	0.656504	0.55975	0.717874	0.822658	0.0683871	0.330425	0.406227	0.389849	1.37728	1.0047	0.503303	0.900782	0.875795	0.632491	0.460157	0.692466	0.65919	0.656504	0.235788
ENSMUSG00000028271	0	0.622765	0	0.141638	0	0	0	0	0	0.125043	0.263964	0	0	0	0	0	0.27162	0	0	0	0.295876	0	0	0	0	0	0.132211	0	0	0	0	0.36461	0.269354	0	0	0.250426	0.496466	0.263964	0.588778	0.691782	0.757554	0.927676	1.04585	0	0	0	0.290847	0.283282	0.398608	0.145027	0.392076	0.471802	0.266709	0.65919	0.443948	0.132211	0.392076	0.813778	0.28486	0.27073	0.568526	0.667042	0.568526	0.506762	0.642748	0.395892	0.717874	0.263964	0.470495
ENSMUSG00000051499	0.451028	0.162476	0.376382	0.667042	0.310932	0.506762	0.55975	0.485358	0.895541	0.305795	0.250426	0.692466	0	0	0.524848	0.506762	0.57844	0.368618	0.607118	0.351305	0.266709	0.579097	0.418012	0.263964	0.162476	0.219324	0.379543	0.130687	0.464539	0.300244	0.141638	0.383185	0.301622	0.15259	0.273484	0.294851	0.198394	0.363723	0	0	0.182843	0.305795	0	0	0	0.232429	0.0462914	0.106654	0.141638	0.0462914	0	0	0	0.254471	0.344478	0.130687	0.51135	0.0861885	0.157164	0.141638	0	0.348907	0.120108	0	0.130687	0.171855	0.130687	0.130687	0.223244
ENSMUSG00000024587	0.506762	0.506762	0.503303	0	0.750412	0.477541	0.57844	0.768663	0.440508	0.450217	0.844832	0.307182	0.664063	0.664063	0.55248	0.458447	0.18131	0.700894	0.236747	0.631826	0.642748	0.407949	0.250426	0.956914	0.530922	0.450217	0.584339	0.535346	0.141638	0	0.537773	0	0.632491	0.441403	0.162476	0.232429	0.635498	0.584339	0.201935	0	0	0	0.502296	0	0	0.501287	0.155644	0	0.132211	0	0.132211	0	0	0.230535	0	0.351305	0	0.206874	0	0.330425	0	0.263964	0.15259	0	0.141638	0.130687	0.358735	0.171855	0
ENSMUSG00000065343	0.130687	0.18131	0.187979	0	0	0	0	0.263964	0	0.303018	0	0.228653	0	0	0	0	0.512427	0	0.171855	0.162476	0	0	0	0.178238	0	0.443948	0.309526	0.276039	0.263964	0	0.120108	0	0	0	0	0.143326	0.656504	0.506762	0.964534	0.793333	0.948174	0.665531	0.219324	0	0	0.27073	0.645163	0.656504	0.212969	0	0.410469	0.379543	0.379543	0.263964	0.0375354	0.506762	0.315294	0.761695	0.592421	0.668733	1.04919	0.717874	0.901336	0.575631	0.753329	0.602012	0.157164	0.607118	0.376382
ENSMUSG00000019970	0.423756	0.480703	0.738038	0.358735	0.424602	0.42946	0.589775	0	0.232429	0.474422	0.93982	0.320462	0	0.159291	0	0	0.149355	0	0.0915355	0.130687	0.157164	0.235788	0.157164	0.418012	0	0.374008	0	0.37496	0	0	0.263964	0	0.0462914	0.149355	0	0.219324	0	0	0.244963	0	0.27073	0	0	0	0	0	0	0	0.151077	0.0462914	0	0.0897422	0.130687	0.03949	0	0	0	0	0	0.0462914	0	0.149355	0	0	0	0	0	0	0
ENSMUSG00000082367	0.219324	1.00163	0.406227	0.941666	0.443187	0.80264	0.864252	0.966172	1.29654	0.635498	0.972615	0.477541	0.232429	0.00131581	0	0.130687	0.00890881	0	0.00770518	0.00890881	0.248212	0.464539	0.584339	0.130687	0	0.0101046	0.157164	0.120108	0.305795	0.638752	0.225116	0.516109	0.55248	0.822658	0.696125	0.575631	0.719264	0.993246	1.10929	1.39086	1.38374	1.74421	1.42138	0.918975	0.918975	1.39136	0.750412	0.897597	0.80354	1.23348	0.646877	0.443187	0.608849	0.395892	0.263964	0.45491	0.600743	0.852673	1.42045	0.715327	0.656504	1.44159	1.18829	0.684071	0.936578	1.07036	1.06689	0.971282	0.929831
ENSMUSG00000034427	0.844832	0.708713	0.606241	0.544058	0.647638	0.897597	0.918975	0.692466	0.839266	0.470495	0.593419	0.327265	0.779196	0.151077	0.567441	0.72153	0.600743	0.496466	0.706713	0.78709	0.700894	0.373109	0.337637	0.737058	0.468543	0.575631	0.577641	0.332695	0.667042	0.332695	0.822128	0.443948	0.621658	0.283282	0.194524	0.141638	0.205206	0.807553	0.551403	0.57844	0.483025	0.194524	0.740649	0	0	0.485358	0.395892	0.254471	0.394626	0.366943	0.503303	0.205206	0.279191	0.250426	0.145027	0.157164	0.232429	0.174923	0.141638	0.116369	0.157164	0.168809	0.171855	0.219324	0.309526	0.290847	0.244963	0.420907	0.635498
ENSMUSG00000027646	0.108832	0.476377	0.813778	0.804056	0.358735	0.464539	0.358735	0.471802	0.471802	0.332695	0.330425	0.121282	0.503303	0.494135	0.645163	0.476377	0.263964	0.0938088	0.394626	0.341549	0.530922	0.440508	0.141638	0.471802	0.593419	0.36461	0.493296	0.628341	0.130687	0.66012	0	0.330425	0	0.330425	0.155644	0.168809	0.374008	0.374008	0.130687	0	0.141638	0	0	0	0	0	0	0.130687	0.03949	0.263964	0.141638	0.141638	0.351305	0.18131	0.27162	0.182843	0.019634	0.0462914	0.344478	0.0462914	0.0411793	0.141638	0.283282	0.151077	0.019634	0.265334	0.132211	0	0.263964
ENSMUSG00000025001	0.219324	0.512427	0	0.130687	1.01239	0.961902	0.532155	0.512427	0.829012	0.966172	1.39636	0.97332	0.72745	0.586634	0.509213	0.418012	0.584339	0.45491	0.464539	0.731307	0.719264	0.464539	0.666365	0.263964	0	0.772546	0	0.502296	0	0.0479817	0.151077	0	0.198394	0.171855	0.45491	0.283282	0.757554	0.0915355	0.301622	0	0.506762	0.422452	0.236747	0	0	0	0.157164	0	0.263964	0	0.133399	0.0462914	0.155644	0.219324	0	0	0.163608	0	0.159291	0.51135	0.374008	0	0.151077	0.239106	0.371857	0.28107	0.130687	0.019634	0.464539
ENSMUSG00000086245	0.911454	1.12476	0.740649	0.960119	0.937754	0.700894	1.5367	1.06343	1.01406	0.722181	1.17527	0.535346	0.478708	0.379543	0.824394	0.812127	0.822128	0.628341	0.776297	0.864252	0.45491	0.577641	0.385889	0.733692	0.385889	0.569606	0.506762	1.10821	0.470495	0.657986	0.93982	0.250426	0.791944	0.485358	0.27162	0.24601	0.752448	0.908085	0.49181	0.406227	0.460157	0.422452	0.120108	0.807553	0.807553	1.22317	0.464539	0.545924	0.330425	0.28107	0.585135	0.36461	0.452521	0.263964	0.303018	0.325535	0.300244	0.25601	0.464539	0.818488	0.154111	0.406227	0.373109	0.415825	0.546655	0.143326	0.65201	0.235788	0.263964
ENSMUSG00000032494	0.799482	0.784446	1.01968	1.10929	0.40196	0.806955	0.592421	0.501287	0.575631	0.406227	0.32244	0.835698	0.157164	0	0	0	0	0	0	0	0	0	0	0	1.16664	0.443948	0.526936	0.525699	0	0.335299	0.232429	0.353813	0.36461	0.964534	0.57096	0.141638	0.250426	0.228653	0	0.642748	0.444833	0.332695	0.656504	0	0	0.374008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0355888	0	0	0	0
ENSMUSG00000030321	1.13578	1.28235	0.976373	1.04919	1.00986	0.99987	0.925335	0.886227	0.819856	0.840188	1.28121	0.897597	0.332695	0.27073	0.263964	0.575631	0.476377	0.0716681	0.464539	0.162476	0.433244	0.344478	0.406227	0.116369	0.757554	0.736375	0.418012	0.738038	0.900782	0.608849	0.585135	0.66012	0.513663	0.80354	0.989856	0.265334	0.474422	0.471802	0.843269	0.509213	0.632491	0.792506	1.42012	0	0	0.807553	0.575631	0.344478	0.0375354	0.406227	0.244963	0.263964	0.0646089	0.317697	0.236747	0	0.373109	0.75668	0.614998	0.614998	0.57096	0.358735	0.304409	0.506013	0.27162	0.406227	0.0897422	0.419368	0.407087
ENSMUSG00000026433	0.616798	0.442294	0.423756	0.585938	0.15259	0.517501	0.37496	0.586634	0.37496	0.477541	0.650576	0.608849	0	0.463635	0.24601	0	0.214074	0	0	0	0.133399	0.600743	0.406227	0.236747	0.520942	0.469695	0.132211	0.5479	0.65201	0.725708	0.145027	0.561912	0.801228	0.379543	0.636736	0	0.244963	0.228653	0.577641	0.186185	0.141638	0.235788	0.130687	0	0	0.569606	0	0	0	0	0	0	0	0	0	0.132211	0	0	0	0	0.25601	0	0	0	0	0	0.0247993	0.155644	0.122578
ENSMUSG00000097229	1.35759	1.39408	1.27177	1.73389	1.63746	1.95261	1.84985	1.99733	1.99859	1.88284	1.86151	2.07226	0.26294	0.581897	1.15434	0.959408	0.870666	0.512427	0.901336	0.530922	1.49311	1.13211	1.17823	1.10762	0.860481	0.663428	1.10272	0.98112	1.25912	1.13268	0.977276	1.10452	0.934148	0.973993	0.871265	1.15238	1.98892	1.89038	2.00044	2.17967	2.19261	1.78074	1.991	0	0	1.28121	0.214074	0.141638	0.141638	0.0462914	0.289252	0	0.0247993	0.03949	0.0304371	0.321484	0.366943	0.871265	0.840188	0.872045	0.523609	1.13812	0.902847	0.847818	0.731307	0.912845	0.857735	1.33286	0.925951
