id	ER-ERR1084806_PE	ER-ERR1084805_PE	ER-ERR1084765_PE	ER-ERR1084764_PE	TN-ERR1084799_PE	TN-ERR1084798_PE	TN-ERR1084768_PE	TN-ERR1084766_PE
Group	ER	ER	ER	ER	TN	TN	TN	TN
ENSG00000174951	0	0	0	1	0	0	0	0
ENSG00000175322	12	13.65	1	2	5	30.99	7	38.5
ENSG00000175352	0	0	0	0	0	0	1	0
ENSG00000175354	2	0	0	0	0	0	2	0
ENSG00000175556	0	51	2	0	21	122	42	53
ENSG00000175581	0	0	0	0	0	0	1	0
ENSG00000175595	0	0	0	0	1	0.35	1	0
ENSG00000175727	1	0	0	0	0	0	0	0
ENSG00000175782	0	0	0	0	0	0	1	0
ENSG00000175873	0	0	0	0	0	0	0	1
ENSG00000175984	0	0	0	0	1	0	0	0
ENSG00000175985	0	0	0	0	0	0	1	0
ENSG00000176155	0	1	0	0	0	0	0	0
ENSG00000176227	0	0	0	0	7.76	0	1.48	0
ENSG00000176244	0	0	0	0	1	0	0	0
ENSG00000176406	0	0	0	0	1	1.3	0	0
ENSG00000176407	0	0	0	0	1	0	0	23
ENSG00000176593	0	0	0	0	1	0	0	0
ENSG00000176700	1	0	0	0	0	0	0	0
ENSG00000176915	0	0	0	0	0	0	0	1
ENSG00000176953	1133.04	1856	1262	1178	1006	1187	1324	2627
ENSG00000177058	2.01	1	3	2	9.97	2.42	2.99	0
ENSG00000177084	1	0	0	0	0	1	0	0
ENSG00000177225	0	0	0	1	0	0	0	0
ENSG00000177600	1	1	0	0	0	1	0	0
ENSG00000177697	1	0	0	0	0	0	0	0.61
ENSG00000177879	18	11	2	3	6	6	4	21
ENSG00000177946	1	0	0	0	0	0	0	0
ENSG00000178105	0	1	0	0	0	0	1	1
ENSG00000178202	1	0	0	0	0	0	0	0
ENSG00000178229	0.3	0	1	0	0	0	0	0
ENSG00000178343	0	0	0	0	1	12	0	99
ENSG00000178395	9	4	0	0	1	5	0	0
ENSG00000178665	0	0	0	0	0	2.06	7.84	1
ENSG00000178809	0	0	0	1	0	3	0	0
ENSG00000178921	0	0	0	0	0	0	0	1
ENSG00000178927	2.25	0	2.21	0	0	0.98	1.03	0
ENSG00000178934	0	885.8	0	0	10	6	13	0
ENSG00000178982	0	0	0	0	0	0	0	1
ENSG00000179134	1	0	0	0	0	1	0	0
ENSG00000179611	0	2.24	4.79	0	1.85	0	0	0
ENSG00000179636	0	0	0	1	1	2	13.03	0
ENSG00000179761	0	0	0	0	0	0	1	0
ENSG00000179766	2	1	1.2	0	8	26.48	10	23
ENSG00000179841	0	0	0	0	0	1	0	0
ENSG00000179859	0	1	1	0	0	0	0	1
ENSG00000179912	1	0	0	1	0	0	0	0
ENSG00000180251	0	0	1.59	0	0	1.33	4	0
ENSG00000180347	8	0	0	0	11	276	44	0
ENSG00000180398	0	0	0	0	0	1	0	0
ENSG00000180481	1	0	0	0	0	0	0	0
ENSG00000180488	4	0	0	0	0	0	0	0
ENSG00000180658	14	0	0	0	0	0	0	0
ENSG00000180758	0	0	0	1	0	0	0	0
ENSG00000180771	0	0	0	0	1	0	0	0.99
ENSG00000180801	39	217	12	1	11	12	353	217
ENSG00000180806	0	1	0	0	0	0	0	0
ENSG00000180817	0	1	0	0	0	0	0	0
ENSG00000180861	0	29	0	0	18	2	45	1
ENSG00000181007	1	0	0	0	0	0	0	0
ENSG00000181019	0	1	0	0	0	0	0	0
ENSG00000181264	0	0	1	0	0	0	0	0
ENSG00000181458	27.47	5.83	9.35	11.03	20.19	37.38	97.63	24.42
ENSG00000181690	22	11	5	0	5	9	544	106
ENSG00000181704	0	0	0	0	0	2	1.94	2.27
ENSG00000181873	0	0	0	1	1	3	0	0
ENSG00000181896	1	0	1	0	0	0	1	0
ENSG00000182103	0	2	0	0	13	14	147	10
ENSG00000182173	0	2	0	0	0	0	0	1
ENSG00000182183	2	0	0	0	10	9	4	1
ENSG00000182253	1	4	10	10	129	99	22	1
ENSG00000182318	0	1	0	0	0	0	0	0
ENSG00000182378	0	0	2	0	0	0	0	0
ENSG00000182404	0.83	0	0	0	1	0	0	0
ENSG00000182473	0	1	0	0	0	1	4.03	0
ENSG00000182500	0	0	1	0	0	0	0	0
ENSG00000182534	0	1	0	0	0	0	0	0
ENSG00000182670	0.28	0	0	0	0	0	1.92	0
ENSG00000182704	0	1	0	1	0	0	0	0
ENSG00000182718	101	207.97	66	34	207	118	161	297.86
ENSG00000182742	1784.11	328	0	0	92.73	1	0	79
ENSG00000182986	0	0	0	0	0	0	0	1
ENSG00000183010	1788.7	1028.45	1214.51	1513.86	912.35	1466.05	1424.42	116.27
ENSG00000183049	0	0	0	0	0	1	0	2.14
ENSG00000183077	0	1	0	1	1	0	0	2
ENSG00000183308	0	1	0	0	0	0	0	0
ENSG00000183323	0	0	0	0	0	0	1	0
ENSG00000183474	0	5.11	0	0	1.17	4.33	0	0
ENSG00000183520	1.07	3	1	0	0	1.04	0	0
ENSG00000183571	0	2	0	0	15	28	19	19
ENSG00000183579	0	0	0	0	0	0	1.01	0
ENSG00000183696	0	0	0	0	0	0	0	1
ENSG00000183762	2	2	1	0	0	0	0	0
ENSG00000183780	0	3	0	0	0	6	15	0
ENSG00000183831	29	0	0	0	167	13	6	149
ENSG00000183856	2	1	1	2	2	2	0	14
ENSG00000184009	17	34	67	45	25	136	6	216
ENSG00000184209	0	0	0	0	0	0	1	0
ENSG00000184330	0	1	0	0	0	0	0	0
ENSG00000184414	0	0	0	0	0	0	0	0.87
ENSG00000184500	0	2	0	0	2	35	559	901
ENSG00000184635	0	0	0	0	1	0	0	0
ENSG00000184647	0	0	0	0	2	0	0	3
ENSG00000184682	0	0	1	0	0	0	0	0
ENSG00000184787	0	0	0	0	0	1	0	1
ENSG00000184900	0	1	1	3	1	3	0	0
ENSG00000184939	0	0	0	0	0	0	1	1
ENSG00000185024	0	0	0	0	1	0	0	0
ENSG00000185044	6.25	0	0	0	2.01	0	5	3.22
ENSG00000185155	11	0	1	0	11	2	11	38
ENSG00000185324	1	0	0	0	0	0	0	0
ENSG00000185344	0	0.99	0	0	1	0	0	0
ENSG00000185345	0	0	0	1	0	0	0	0
ENSG00000185361	1	0	0	1	0	0	1	0
ENSG00000185432	4	0	0	1	1	0	0	0
ENSG00000185436	1.05	4.12	1	1	8	1	0	2.99
ENSG00000185477	0.28	0	0	0	0	0	0	0
ENSG00000185554	0	0	0	0	0	0	0	20.38
ENSG00000185651	31	30	37	46	45	42	18	51.02
ENSG00000185658	39.97	23.57	62.46	38.89	14.35	58.37	38.93	48.22
ENSG00000185808	0	0	0	0	0	1	0	0
ENSG00000185842	0	0	0	0	0	1	0	0
ENSG00000185863	6	8	3	2	4	17	0	0
ENSG00000185869	1.18	0	0	0	0	0.55	4.98	2
ENSG00000185880	0	0	0	0	0	0	0	1
ENSG00000185945	0	0	0	0	0	0	0	2446.91
ENSG00000186001	2.94	5	2.22	2.01	4.04	7.07	2.68	1.02
ENSG00000186073	59	201	127	106	101	201	429	140
ENSG00000186081	0	1	0	0	0	0	1	0
ENSG00000186329	3.27	0	0	0	13.21	5.18	5.24	4
ENSG00000186468	7	1	1	2	1	5	3	25
ENSG00000186481	3	0	0	0	0	0	0	0
ENSG00000186530	0	1	0	0	27	14	0	19
ENSG00000186532	0	0	0	0	0	0	1	0
ENSG00000186615	0	0	0	0	0	0	1	0
ENSG00000186628	1	0	0	0	0	0	0	0
ENSG00000186652	6	7	2	5	25.81	27.85	186.52	31.13
ENSG00000186814	0	1	0	0	0	0	0	0
ENSG00000186847	0	3	0	0	108	0	134	0
ENSG00000186867	0	0	0	0	18	0	6	16
ENSG00000186960	6.89	0	0	0	0	2.91	2.93	0
ENSG00000187244	3.01	0	0	0	0	0	0	0
ENSG00000187268	0	0	0	0	0	0	0	2
ENSG00000187634	1495.04	70.29	0	0	28.24	0	3.18	13.63
ENSG00000187653	0	6.04	2	1	28.22	4.01	0	32.73
ENSG00000187667	0	0	1	0	1	0	0	0
ENSG00000187715	0	0	1	0	0	0	0	0
ENSG00000187860	0	0	0	0	1	0	0	0
ENSG00000188000	0	0	0	0	0	0	1	0
ENSG00000188033	0	0	0	0	0	0	1	0
ENSG00000188060	0	0	0	0	0	0	0	1
ENSG00000188107	0	1	0	0	0	0	1	0
ENSG00000188112	0	0	0	0	0	0	1	0
ENSG00000188227	0.88	0	1	0	0	1	0	1
ENSG00000188305	0	0	0	0	0	0	0.86	0
ENSG00000188306	10	12	0	0	7	1	3	0
ENSG00000188352	2	0	0	0	0	0	0	0
ENSG00000188428	272	352	370	406	256	129	221.02	267.98
ENSG00000188505	0	1	0	0	0	0	0	0
ENSG00000188529	1	0	0	0	0	0	0	0
ENSG00000188554	0	0	0	0	2	0.99	1	0
ENSG00000188596	2.56	0.73	0	2.21	1.89	11.91	29.11	0
ENSG00000188612	1616.18	692.07	840.38	896.53	857.77	1051.68	426.04	863.35
ENSG00000188677	0	1	0	2	3	1	2	0
ENSG00000188732	0	0	0	0	1	0	0	0
ENSG00000188735	0	1	0	0	0	1	0	0
ENSG00000188738	3.05	3.8	1.5	0	3.12	7.89	1.03	3.53
ENSG00000188739	0	2	0	0	0	0	0	0
ENSG00000188822	0	0	0	0	1	0	7	0
ENSG00000188825	2	0	0	0	1	0	0	0
ENSG00000188859	39.21	0	14	4	3	226.01	1451.49	41.68
ENSG00000188917	0	0	1	0	0	0	0	0
ENSG00000188971	0	0	1	0	1	1.02	0	0
ENSG00000188976	552.96	1368.71	841	556	697.8	637	881.82	137.37
ENSG00000189002	0	0	0	0	0	0	1	0
ENSG00000189051	0	0	0	1	0	0	0	0
ENSG00000189127	0	96	1	0	9	2	0	0
ENSG00000189136	0	0	0	0	0	0	1	0
ENSG00000189229	1.99	0	0	0	0	0	0	0
ENSG00000189298	0	1.02	0	0	0	0	0	0
ENSG00000189316	0	2	0	0	6.94	42.04	42.61	2
ENSG00000189350	2.04	2	0	0	3.99	0	0	0
ENSG00000189401	0	0	0	0	0	0	1	0
ENSG00000189403	0	0	0	0	0	0	0	3
ENSG00000196096	1	0	0	0	0	0	0	0
ENSG00000196141	0	0	0	1	0	0	0	0
ENSG00000196199	0	0	0	0	0	0	1.15	0
ENSG00000196205	0	0	0	0	0	0	4.61	4.86
ENSG00000196220	0	0	0	1	0	0	0	0
ENSG00000196227	1.94	2.01	0	1	0	2.01	1.94	0
ENSG00000196236	0	0	0	0	8	0	2.75	0
ENSG00000196262	2	1	1	0	0	0	0	4
ENSG00000196263	5.99	0	1	0	2	3	0.97	0
ENSG00000196275	0	0	0	0	0	0	1	0
ENSG00000196295	0	0	0	1	0	0	1	0
ENSG00000196355	0	0	0	0	0	1	1	0
ENSG00000196417	0	0	1	1	1	0	0	0
ENSG00000196428	0	0	0	0	0	0	1	0
ENSG00000196470	0	0	0	0	0	1	0.91	0
ENSG00000196502	0	1	0	0	0	0	0	0
ENSG00000196531	319	209	173	165	117	383	187	846
ENSG00000196533	0	0	0	0	0	1	2	0
ENSG00000196566	0	1	0	0	1	0	0	0
ENSG00000196584	0	0	0	0	0	0	0	1
ENSG00000196628	8	321	2	1	2	32	181	1346
ENSG00000196652	1	0	0	0	0	0	0	0
ENSG00000196655	1	0	0	0	0	0	0	0
ENSG00000196656	352.5	299.62	155.99	155.08	110.96	208	47	49.29
ENSG00000196705	0	0	0	0	0	0	0	1
ENSG00000196715	0	0	0	0	1	0	0	0
ENSG00000196743	0	0	0	0	0	0	1	0
ENSG00000196914	0	0	0	0	0	0	0	2
ENSG00000196917	0	0	0	0	0	0	1	0
ENSG00000196927	0	0	0	0	1	1	0	0
ENSG00000196933	3.23	5.38	1.01	0	3.04	0	0	0
ENSG00000196967	0	0	0	0	1	1	0	1
ENSG00000197124	0	0	0	0	0	0	0	1
ENSG00000197140	7	3	0	0	1	1	0	2
ENSG00000197181	0	0	0	0	0	0	0	1
ENSG00000197217	0	0	1	0	1	0.99	0	0
ENSG00000197291	0	0	0	0	0	0	1	0
ENSG00000197296	0	0	1	0	1	0	0	0
ENSG00000197360	0	0	0	0	1	0	0	0
ENSG00000197363	0	0	1	0	0	0	0	0
ENSG00000197372	0	1	0	0	0	0	0	1
ENSG00000197448	0	0	0	0	0	0	0	1
ENSG00000197471	1	0	0	0	0	0	0	0
ENSG00000197496	0	0	0	0	0	0	1	0
ENSG00000197497	0	0	0	0	0	1	0	0
ENSG00000197576	0	2	0	0	8	13.26	362.02	62.79
ENSG00000197580	1	0	0	0	0	0	0	0
ENSG00000197584	22	9	0	1	9	19	1	11
ENSG00000197632	1	1	0	0	2	2	5911.48	28
ENSG00000197712	0	0	1	1	0	0	0	1
ENSG00000197728	0	0	0	0	0	0	0	1.68
ENSG00000197757	0	0	0	1	0	0	0	0
ENSG00000197808	0	0	0	0	1	0	0	1
ENSG00000197813	0	30	0	0	10	36	5	60.94
ENSG00000197816	5.25	1.15	0	2	1	0	0	0
ENSG00000197860	1	0	0	0	0	0	0	1
ENSG00000197928	1	0	0	0	0	0	0	0
ENSG00000198039	7	0	0	1	9.06	67.96	32.39	2
ENSG00000198046	118	0	3	0	14	0	1	137
ENSG00000198053	2	7	0	0	116	93	128	14
ENSG00000198089	0	2	0	0	1.99	0	0.35	0
ENSG00000198106	0	0	0	0	0	0	0	2
ENSG00000198153	0	0	0	0	0	8	18	2.99
ENSG00000198185	6	0	1	0	1	0	464	9
ENSG00000198223	1	1	0	0	1	0	0	1
ENSG00000198250	0	0	0	0	6	1	22	0
ENSG00000198270	0	0	0	0	0	0	0	1
ENSG00000198466	2	0	0	0	0	0	0	0
ENSG00000198483	3	5	9	3	29	53	229	24
ENSG00000198521	0	0	0	0	0	0	0	1
ENSG00000198542	0	0	0	0	23	12	198	1
ENSG00000198556	1	0	0	0	0	0	0	0
ENSG00000198643	6	2	1	1	4	1351.28	53	2
ENSG00000198650	1	0	0	0	0	0	0	0
ENSG00000198681	0	0	0	0	0	0	0	42
ENSG00000198744	6.5	37.18	20.38	13.26	0.97	10.31	19.3	5.64
ENSG00000198759	0	0	0	0	1	0	0	385
ENSG00000198771	1	0	1	0	189	1	2021	164
ENSG00000198863	1	0	0	0	0	0	0	0
ENSG00000198886	1	1	2	2	1	0	2	0
ENSG00000198887	0	0	0	0	0	0	0	1
ENSG00000198900	0	0	0	0	0	0	0	2
ENSG00000198912	0	0	0	0	1	0	0	0
ENSG00000198918	0	0	0	0	0	0	0	3.22
ENSG00000198938	3830.5	4729.82	3789.62	4073.74	6294.03	1259.69	2956.7	619.36
ENSG00000203262	0	0	0	0	1	0	0	0
ENSG00000203279	0.92	0	0	0	0	0	0	0
ENSG00000203307	1	0	1	0	1	2	5	1
ENSG00000203326	0	0	0	0	0	0	0	1
ENSG00000203335	1	1	1	0	0	0	3	0
ENSG00000203363	0	0	0	0	0	0.99	0	0
ENSG00000203387	0	0	0	0	0	0	0	1
ENSG00000203402	0	0	0	0	0	0	2.01	0
ENSG00000203435	1	0	0	0	1	0	0	0
ENSG00000203527	0	0	0	0	0	0	0	1
ENSG00000203589	1	0	0	0	0	0	0	0
ENSG00000203601	1.01	2	9	3	5	8	5	0
ENSG00000203605	0	0	0	0	0	0	1	0
ENSG00000203620	0	0	0	0	0	2.01	0	0
ENSG00000203650	0	0	0	0	0	0.99	0	0
ENSG00000203666	0	0	1	0	0	0	0	0
ENSG00000203849	5.33	0	0	0	2	1	0	0
ENSG00000203879	0	0	0	0	0	0	0	1
ENSG00000203995	0	0	0	0	0	1	0	0
ENSG00000204138	0	0	0.75	0	2.05	3	0.84	1
ENSG00000204164	0	0	0	0	0	0.24	1	0
ENSG00000204172	1	0	0	0	0	0	1	0
ENSG00000204177	0	0	0	1	0	0.76	0	0
ENSG00000204371	0	0	0	0	1	0	0	1
ENSG00000204525	27.71	39.41	52.1	84	46.79	6	33.73	58.46
ENSG00000204531	1	0	0	1	0	0	0	0
ENSG00000204592	0	1	0	0	3.02	0	3	11
ENSG00000204632	0	0	0	0	0	0	0	1
ENSG00000204842	0	0	0	0	0.96	0	0	0
ENSG00000204844	0	0	1	0	0	0	0	0
ENSG00000204852	1	0	0	0	0.77	0	0.96	0
ENSG00000204909	0	0	0	0	1	0	0	0
ENSG00000204923	0	0	0	0	0	1.08	0	0
ENSG00000205054	0	0	0	0	0	0	0	1
ENSG00000205076	9	576.2	0	0	0	0	2	0
ENSG00000205325	1	1	2	1	0	47	100	0
ENSG00000205336	0	0	0	0	0	1	0	0
ENSG00000205542	2375	8005.96	1854	1193	18913.78	4117.99	2881	2784.27
ENSG00000205595	273.63	3.21	1.61	0	0.58	15.28	0	2.99
ENSG00000205639	1	0	0	0	0	0	0	0
ENSG00000205663	0	21.91	4.92	12.11	22.32	17.55	545.66	5.19
ENSG00000205664	0	35.51	5.68	19.48	19.07	26.22	48.44	9.78
ENSG00000205682	0	0	0	0	1.03	0	1.2	0
ENSG00000205726	0	0	0	0	0	0	1	0
ENSG00000205758	0	0	0	0	0	0	1	1
ENSG00000205822	0	0	0	1	0	0	0	0
ENSG00000206120	0	1	0	0	0	0	0	0
ENSG00000206150	0	2	0	1	0	1	3	0
ENSG00000206192	2.03	0	0	0	0	0	0	1
ENSG00000206249	0	0	0	1	0	4	3	0
ENSG00000206341	1	0	0	0	1	0	0	0
ENSG00000206432	0	0	0	0	1	11	147	32.16
ENSG00000206503	1.33	1.56	0	0	46.22	0	2	36.59
ENSG00000206527	0	0	0	1.05	0	0	1	0
ENSG00000206567	0.15	0	0	0	0	0	0	0
ENSG00000211451	9.58	2.03	0	0	2.42	7.69	2.54	2.23
ENSG00000211455	2	8	4	2	59	24	19	21
ENSG00000212663	0	0	0	0	0	1.92	0	0
ENSG00000212961	0	2.11	0	0	0	0	0	0
ENSG00000212993	0	0	0	0	0.97	0	0	0
ENSG00000212994	2.69	0	0	0.92	0	0	0	1.03
ENSG00000213023	0	1	0	0	21.65	10	18	14.6
ENSG00000213064	0.82	0.96	0	1	1	0	1	3.01
ENSG00000213073	0.37	0	0	0	1	0	0	0
ENSG00000213084	0	0	0	0	1	0	0	0
ENSG00000213121	0	0	0	1.66	0	2.93	0.79	5.09
ENSG00000213189	0	0	0	0	0	0	0	2.7
ENSG00000213214	28	9	8	9	9	1	4	0
ENSG00000213265	2	0	0	0	0	1	0	0
ENSG00000213279	0	0	0	0	1	0	0	0
ENSG00000213300	0	36.41	8.8	27.81	110.07	51.97	10.84	1499.96
ENSG00000213366	258.93	45.69	7.4	10	4	74.71	44.27	76.55
ENSG00000213406	0	0	0	0	7	1	2	1
ENSG00000213411	0	2.06	0	0	0	0	1	0
ENSG00000213463	245	444	302	286	122	88	70	242
ENSG00000213480	0	0	0	0	0	0	0	1
ENSG00000213676	0	0	0	0	0	1	0	0
ENSG00000213699	0	0	0	1	0	0	0	0
ENSG00000213853	4	6	0	3.95	0	0	0	0
ENSG00000213886	0	0	0	0	1	0	0	59
ENSG00000213888	1	0	0	1	1	0	1.05	0
ENSG00000213971	1	0	0	0	0	0	0	0
ENSG00000213988	0	9.51	0	0	12.77	7.18	50.42	12.12
ENSG00000214113	0	0	1	0	0	0	1	0
ENSG00000214145	0	0	0	1	0.69	1.52	0	0
ENSG00000214210	0	0	0	0	0	0	0	1
ENSG00000214279	0	0	0	0	0	0	0	1.96
ENSG00000214367	0	0	0	0	0	1	0	0
ENSG00000214369	0	0	1	0	0	0	0	0
ENSG00000214402	4	4	0	0	2	0	0	5
ENSG00000214413	0	0	0	1	0	0	0	0
ENSG00000214435	0	0	0	0	0	1	0	0
ENSG00000214491	0	1	0	0	1	55	2	7
ENSG00000214645	4.14	0.99	0	4.39	8.28	5.8	4.5	4
ENSG00000214653	0	0	0	0	0	1	0	0
ENSG00000214700	4	3	0	0	3	0	2	1
ENSG00000214776	0	0	0	0	0	0	1	0
ENSG00000214796	0	1	0	0	0	0	0	0
ENSG00000214842	0	0	0	0	0	5	9	20
ENSG00000215014	1.16	4.4	0.93	1.91	0.05	0.54	2.42	0
ENSG00000215018	8.53	0	0	0	0	1.07	0	0
ENSG00000215039	0	0.63	0	0	0.61	2	2.52	0
ENSG00000215182	0	5436	6	0	8	1	0	0
ENSG00000215193	1	0	2	0	0	0	0	0
ENSG00000215346	0	0	0	0	0	2	5	0
ENSG00000215386	3	20	1	0	99	139	37	30
ENSG00000215399	0	0	0	0	0	0	1	0
ENSG00000215405	0	0	0	0	0	0	0	1
ENSG00000215452	0	0	0	0	7	20	50	1
ENSG00000215504	0	1	0	0	0.16	1.1	0	0
ENSG00000215565	1	0	0	0	0	0	0	0
ENSG00000215788	0	0	0	0	0	0	1	0
ENSG00000217746	0	0	0	1	1	0	0	0
ENSG00000218739	0	0	1	0	1	0	0	0
ENSG00000219102	1	1	4	3	2	2	1	40.41
ENSG00000219294	2	1	2	0	2	0	3	0
ENSG00000219448	0.21	0	0	0	0	0	1.14	0
ENSG00000219626	2.99	0	1	1	2.98	2.02	1	0
ENSG00000219926	0	0	0	0	22.77	10	78.98	1
ENSG00000220875	1	1	0	1	0	0	0	5
ENSG00000221838	0	0	0	0	0	1	0	0
ENSG00000221883	0	0	0	0	0	1	0	0
ENSG00000221914	2	4	4	6	11	3	3	3
ENSG00000221947	15.98	0	0	0	0	0	1.01	1
ENSG00000221953	0	0	0	0.99	0	0	0	1
ENSG00000223351	0	0	0	0	1	0	0	0
ENSG00000223374	1	0	0	2	4	2	1	7
ENSG00000223392	0	0	0	0	2	0	0	0
ENSG00000223396	0	2	1	2	0	0	0	0
ENSG00000223518	40	3	2	2	0	2	4	1
ENSG00000223525	0	1	0	0	2	4.2	0	1
ENSG00000223529	0	0	0	0	0	1	0	0
ENSG00000223551	0	0	0	0	2	0	0	0
ENSG00000223668	0	1	0	0	0	3	1	1
ENSG00000223709	0	0	0	0	1.01	0	0	0
ENSG00000223930	0	0	0	0	2	0	0	0
ENSG00000223941	0	0	0	0	1	0	0	0
ENSG00000223949	1	0	0	0	0	1	0	0
ENSG00000224064	10	2	0	0	2	0	1	0
ENSG00000224113	2.47	0	0	1.05	2.31	0	1	1
ENSG00000224130	0	0.5	0	0	1.18	3.11	3.23	1.31
ENSG00000224413	0	0	0	0	0	0	1	0
ENSG00000224424	2	0	0	0	0	0	0	1
ENSG00000224631	0	0	0	0	0	3.22	1.83	17.64
ENSG00000224838	2.03	0	0.93	1	2.48	1	1.21	0
ENSG00000224853	0	0	0	0	7	16	30	0
ENSG00000224864	0	3.49	1	1	2.24	8.52	56.67	16.32
ENSG00000225156	0	0	0	3	1	12	13	2
ENSG00000225224	0	0	0	0	0	1	0	0
ENSG00000225278	2	2	2	0	2	3	1	1
ENSG00000225339	0	0	1	0	1	0	0	0
ENSG00000225470	2	0	0	0	0	0	0	1
ENSG00000225636	2	0	0	1	2	0	2	1
ENSG00000225643	1	1	0	1	0	1	5	7
ENSG00000225733	0	0	0	1	0	0	0	0
ENSG00000225746	3.71	0	0	0	0	1	0	0
ENSG00000225774	0	4	0	0	0	2	0	0
ENSG00000225806	0	6	0	0	2	23	32	3
ENSG00000225830	134	185	278	282	190	214	113	20
ENSG00000225860	2	1	0	0	0	0	0	0
ENSG00000225889	0	0	0	0	0	0	2	0
ENSG00000225914	14.5	7.51	4.14	5.96	3.15	40.32	32.38	10.83
ENSG00000225932	41.93	0	0	47.27	95.52	49.7	0	0
ENSG00000225968	0	0	0	0	20	0	154	5
ENSG00000226137	0	0	0	0	0	0	0	1
ENSG00000226145	0	167.9	0	0	459	4	897	0
ENSG00000226252	0	0	0	0	3	0	0	2
ENSG00000226329	0	0	0	0	0	14	48	0
ENSG00000226383	51	32	0	0	5	0	0	0
ENSG00000226403	0	1	0	0	4	2	6	2
ENSG00000226537	0	0	0	0	0	0	1	0
ENSG00000226642	0	0	0	0	1	0	0	0
ENSG00000226758	0	0	0	0	0	1	0	0
ENSG00000226887	0	0	0	0	0	0	1	2
ENSG00000226974	0	0	0	0	1	1	2	0
ENSG00000227007	0	1	0	0	0	0	0	3.02
ENSG00000227019	0	0	0	0	0	0	30.42	0
ENSG00000227165	14.01	0	0	0	0	0	0	0
ENSG00000227189	35	9	0	0	0	0	0	1
ENSG00000227471	4.79	0	0	0	0	1	0	0
ENSG00000227500	0	0	2	0	1	2	0	0
ENSG00000227517	0	1.42	0	0	0	0	0	0
ENSG00000227568	1	0	0	0	0	1	0	1
ENSG00000227671	0	0	0	0	0	0	0	1
ENSG00000227775	0	0	0	1	0	0	0	0
ENSG00000227908	0	0	0	0	0	1	0	0
ENSG00000227964	0	0	0	0	0	0	1	0
ENSG00000228043	0	0	0	0	0	0	0	1
ENSG00000228203	0	0	0	0	2	0	0	0
ENSG00000228223	0	1	0	0	0	0	0	0
ENSG00000228224	0	0	0	0	0	0	0	3
ENSG00000228295	0	0	0	0	27	0	0	0
ENSG00000228340	0	0	0	0	5	3	85	0
ENSG00000228389	2.01	0	0	2.25	0	1	0	0
ENSG00000228502	0	0	0	0	0	0	0	1.05
ENSG00000228532	0	0	0	7.33	9.97	0	10.96	9.65
ENSG00000228703	1.02	1.04	2.32	0	0	0	17.68	14.55
ENSG00000228716	0	0	0	1	0	0	0	0
ENSG00000228725	1	0	0	0	0	0	1	1
ENSG00000228998	0	1	0	1	1	0	0	0
ENSG00000229089	1.97	0	0	0	0	0	0	0
ENSG00000229152	0	0	0	0	1	1	4	45
ENSG00000229162	0	0	0	0	5	3	22	4
ENSG00000229180	0	0	0	0	0	0	1	0
ENSG00000229298	0	1	3	0	2	8	10	4
ENSG00000229473	8	11	0	0	3	0	0	0
ENSG00000229625	0	1	0	1	0	1	0	0
ENSG00000229638	0	1.05	0	0	0	0	0	0
ENSG00000229676	0.93	0	0	0	0	0	0	4.01
ENSG00000229852	0	2.6	0	0	0	0.92	0	0
ENSG00000229951	0	0	0	1	0	0	2	0
ENSG00000229967	0	0	0	0	0	0	0	1.17
ENSG00000230207	0	0	0	0	0	1.01	0	0
ENSG00000230259	255.57	159.04	751.01	727.83	187.88	440.38	240.08	29
ENSG00000230590	0	0	0	0	1	1	0	0
ENSG00000230666	0	0	0	0	0	0	3	0
ENSG00000230673	0	0	0	0	0	0	2	2
ENSG00000230795	1	0	0	0	0	0	0	0
ENSG00000230850	17.33	1	2.44	3	25.35	6	0	7.76
ENSG00000230898	0	0	0	0	0	0	1	0
ENSG00000230928	0	0	2	2	2	0	20	0
ENSG00000231106	0	0	0	0	1	89	219	0
ENSG00000231205	5	0	0	0	9	1	159	5
ENSG00000231256	0	0	0.82	0	0	0	0	0
ENSG00000231290	0	2	3	1	9	464	48	1
ENSG00000231435	15	19	1	1	2	0	8	0
ENSG00000231560	1.98	5	7.75	9	28.99	13.5	8.38	0
ENSG00000231703	0	0	0.49	0	0	0	0	0
ENSG00000231760	4.3	0	0	1	1	0	0	0
ENSG00000231806	0	0	0	0	1	0	0	0
ENSG00000231817	0	0	0	0	144	19	372.2	3
ENSG00000231826	0	0	0	0	25	0	1034	4
ENSG00000231890	1	0	0	0	0	0	0	0
ENSG00000231964	0	0	0	0	0	1	0	1
ENSG00000231965	0	0	0	0	1	2	1	0
ENSG00000231991	0	1.03	0	0	0	0	0	1.14
ENSG00000232079	0	0	0	0	0	0	1	0
ENSG00000232098	1.38	1.29	2	0	9.43	0	6.86	0
ENSG00000232164	8.93	1	3.65	6.04	4	8.06	0	0
ENSG00000232196	0	0	0	0	0	0	0	1
ENSG00000232233	0.77	0	0	1	3.3	0	5.21	0
ENSG00000232295	0	0	0	0	16	0	155	2
ENSG00000232341	2	2	1	2	1	3	3	31.31
ENSG00000232386	0	0	0	0	0	2.01	0	0
ENSG00000232499	1.01	0	0	0	0	0	0	0
ENSG00000232527	1	0	0	0	1	0	0	0
ENSG00000232593	0	0	0	0	0	0	0	1
ENSG00000232662	0	0	0	0	0	1	0	0
