id	SRR925687	SRR925688	SRR925720	SRR925721	SRR934634	SRR925697	SRR925703	SRR925714	SRR925716	SRR925726	SRR934636
ENSG00000099992.14	11.34	25.35	9.07	20.57	8.67	3.91	15.62	12.06	12.62	10.67	8.12
ENSG00000152556.14	89.67	62.09	96.34	42.21	210.43	40.17	49.6	118.84	33.87	59.05	68.71
ENSG00000158109.13	18.5	41.4	28.23	14.55	23.9	13.18	8.94	11.2	30.55	15.44	30.11
ENSG00000204104.10	17.2	8.08	12.42	7.5	12.14	10.27	14.23	25.74	14.28	6.29	22.19
ENSG00000004779.8	126.72	99.51	141.43	166.63	125.02	152.22	112.21	88.64	72.41	132.44	120.84
ENSG00000119523.9	17.29	14.65	16.5	19.45	14.44	24.72	20.58	38.27	11.31	17.98	14.81
ENSG00000115966.15	9.41	9.06	10.61	12.77	8.9	13.13	37.06	14.59	6.84	12.03	9.91
ENSG00000254870.4	13.24	10.6	10.08	22.89	75.56	48	29.53	25.52	22.73	76.07	65.67
ENSG00000111581.8	35.77	11.02	33.85	16.69	17.03	33.16	42.16	56.07	22.87	48.22	1.17
ENSG00000204315.3	3.88	5.92	5.37	5.14	13.21	3.47	9.42	8.12	11.1	7.52	20.94
ENSG00000138760.7	20.05	37.52	22.64	44.59	8.38	41.07	41.52	36.36	25.66	14.63	69.61
ENSG00000111077.16	15.48	5.24	11.18	22.69	17.51	5.96	1.8	3.14	16.37	21.57	7.47
ENSG00000167670.14	39.63	7.74	31.17	19.31	47.11	45.16	17.77	36.61	98.64	50.25	22.11
ENSG00000167112.9	43.05	29.66	30.13	34.02	50.52	41.07	16.92	33.28	29.01	25.17	40.76
ENSG00000038274.15	25	52.57	50.02	21.92	30.05	30.59	37.38	15.76	24.14	36.59	18.25
ENSG00000134954.13	21.06	2.56	22.19	58.84	13.76	59.97	51.49	13.04	21.53	57.57	26.08
ENSG00000124486.11	13.12	13.15	16.27	9.89	1.75	44.05	21.96	27.9	5.3	8.11	5.84
ENSG00000115539.12	19.03	17.11	22.93	28.23	15.67	32.74	28.33	32.06	21.31	22.92	12.81
ENSG00000145545.10	13.4	21.45	7.35	15.36	9.92	10.56	22.6	13.44	22.05	11.56	25.71
ENSG00000198648.9	14.81	15.66	6.15	5.69	4.31	5.41	6.65	6	4.52	12.07	1.27
ENSG00000124570.16	33.02	43.51	63.21	91.08	65.49	50.44	0.51	51.29	41.92	53	64.55
ENSG00000166411.12	67.81	29.6	74.39	47.9	37.83	64.22	54.27	134.55	32.68	81.88	57.63
ENSG00000214021.14	7.41	15.01	6.03	13.73	1.55	15.39	11.63	13.44	4.57	7.8	41.29
ENSG00000091986.14	9.38	110.31	7.62	27.27	16.62	219.77	8.71	88.17	160.4	14.7	5.51
ENSG00000023892.10	9.97	19.52	12.82	5.03	27.65	0.05	16.42	3.6	3.62	19.03	12.11
ENSG00000149577.14	11.29	10.66	8.42	11.48	4.18	13.44	12.32	5.77	15.28	6.48	39.97
ENSG00000184831.12	10.53	6.8	16.3	11.95	10.42	30.66	18.69	14.52	3.57	22.12	7.98
ENSG00000256060.2	6.87	9.28	15.35	14.25	9.96	10.41	5.81	9.64	7.38	14.54	3.71
ENSG00000105373.17	105.67	163.39	150.48	104.44	228.5	60.24	83.95	57.17	137.77	89.66	230.94
ENSG00000119714.9	26.07	0.6	3.17	3.87	0.83	0.08	2.63	0.17	0.5	0.22	1.62
ENSG00000163605.13	19.55	14.71	11.84	10.72	5.09	22.5	34.11	21.95	13.55	15.6	1.65
ENSG00000276952.1	7.22	4.02	11.05	8.17	0	0.77	0.13	1.25	1.67	0.63	12.99
ENSG00000127990.14	26.71	6.84	19.25	7.61	1.07	27.49	4.64	22.64	18.65	36.5	9.74
ENSG00000155438.10	45.48	19.52	40.23	25.19	28.8	67.51	29.44	42.96	22.38	47.53	36.75
ENSG00000187837.3	48.66	30.29	8.23	33.37	19.28	7.23	23.32	213.57	16.75	16.61	158.44
ENSG00000140859.14	53.85	19.68	31.16	58.37	30.31	33.09	12.97	65.03	86.33	190.95	37.95
ENSG00000130312.5	95.03	122.39	135.66	110.41	147.22	116.77	39.22	13.8	79.64	106.14	187.6
ENSG00000103544.13	26.25	9.87	22.91	14.38	19.35	22.24	31.13	25.65	25.02	4.04	52.82
ENSG00000043514.14	11.41	15.15	14.17	12.5	16	15.13	14.83	28.33	8.97	12	31.12
ENSG00000116922.13	31.02	19.66	25.41	16.87	32.06	38.54	12.84	37.47	30.56	22.31	91.99
ENSG00000148120.13	34.51	24.69	25.59	28.91	31.31	16.99	32.37	34.52	31.55	17.86	2.39
ENSG00000184076.12	236	137.4	129.75	145.73	183.6	130.22	197.92	80.92	104.45	182.03	116.74
ENSG00000119777.17	51.74	32.09	52.04	54.69	50.98	52.89	64.36	34.26	80.04	57.79	51.8
ENSG00000235453.6	7.6	9.61	7.77	6.47	21.58	8.07	4.77	1.78	2.33	7.54	15.2
ENSG00000125845.6	3.55	4.02	1.47	45.28	3.47	0.08	2.36	0.18	3.57	0.02	0.03
ENSG00000107789.14	6.93	8.05	7.53	9.98	5.63	9.65	3.39	10.19	9.75	12.62	10.23
ENSG00000241837.5	281.72	256.24	183.16	142.92	89.05	196.39	188.28	196.07	67.47	124.14	67.44
ENSG00000069275.12	45.94	52.4	114.12	17.74	15.31	97.22	162.16	85.67	34.25	104.91	7.28
ENSG00000073008.13	46.57	33.34	39.49	51.68	52.63	66.67	17.89	49.88	83.75	75.34	47.9
ENSG00000186174.11	87.47	87.1	53.75	104.87	59.91	42.22	16.48	34.26	42.08	49.19	143.54
ENSG00000012822.14	18.19	104.82	26.89	35.09	8.75	11.45	11.85	12.76	10.95	9.27	45.56
ENSG00000067064.9	51.07	26.68	30.53	14.46	35.12	19.39	25.39	48.13	14.52	16.58	8.98
ENSG00000100429.16	37.8	34.1	20.75	22.36	8.08	19.91	29.47	28.23	28.23	34.73	61.14
ENSG00000101361.13	380.85	142.17	409.8	220.74	293.07	473.92	210.8	663.94	265.16	540.29	218.8
ENSG00000082515.15	68.81	63.35	79.96	67.44	107.47	100.01	57.45	45.05	48.78	72.03	62.68
ENSG00000166133.16	15.25	9.09	9.64	13.72	16.41	13.47	5.3	7.16	8.8	10.51	16.38
ENSG00000157881.12	18.68	11.77	15.71	13.13	13.26	24.45	6.89	9.21	25.84	21.4	25.36
ENSG00000162836.10	23.2	8	15.96	12.03	6.96	7.82	2.26	4.75	3.59	22.46	9.51
ENSG00000243566.5	25.31	5.2	0.07	0.54	0.67	0.08	0.19	0.07	0.13	1.39	0.35
ENSG00000130244.11	11.96	10.8	8.52	16.25	11.16	5.63	7.04	3.42	10.57	13.94	14.42
ENSG00000135597.17	10.64	18.54	21.56	21.7	8.14	25.36	24.07	15.97	13.82	26.68	15.99
ENSG00000275023.3	26.33	28.15	24.93	15.51	21.87	17.12	20.69	27.61	33.75	28.3	42.95
ENSG00000109103.10	34.49	24.2	26.83	23.62	22.76	31.58	9.67	22.2	9.01	30.52	23.73
ENSG00000172354.8	357.94	318.94	317.6	397.98	436.46	185.03	433.95	172.46	392.84	380.11	273.79
ENSG00000144063.3	14.25	2.96	3.69	116.58	33.38	0	0.02	3.27	0.16	3.56	36.78
ENSG00000164930.10	22.81	49.51	41.33	8.57	14.26	34.02	0.54	12.97	18.11	27.61	4.72
ENSG00000269910.1	10.61	10.66	15.01	13.82	11.81	6.34	3.96	10.76	15.24	10.48	13.84
ENSG00000167881.13	52.47	34.58	47.44	45.47	69.3	36.44	92.8	75.91	29.97	66.73	77.63
ENSG00000213977.6	154.7	149.45	131.84	238.44	243.89	250.99	51.88	38.23	142.09	229.66	86.02
ENSG00000140682.17	28.58	11.56	28.22	60.08	5.43	143.63	2.62	30.11	107.85	55.32	0.66
ENSG00000110756.16	8.63	11.93	14.48	8.85	2.38	5.02	9.36	7.94	7.12	7.93	1.93
ENSG00000121310.15	23.29	46.59	40.11	29.85	20.29	24.42	3.61	11.78	6.99	13.59	61.87
ENSG00000170323.7	311.26	64.31	0.19	1.56	0	2.19	0.26	1.42	1.47	0	0
ENSG00000196549.9	19.87	26.74	5.55	36.17	7.38	52.73	2.15	111.05	2.88	0.03	99.49
ENSG00000135317.11	8.7	23.19	17.28	14.87	10.6	24.63	9.37	19.22	19.7	13.96	29.23
ENSG00000168310.9	7.69	11.16	12.99	10.21	10.49	6.47	10.61	6.62	5.64	13.63	9.63
ENSG00000243279.3	22.36	20.91	13.29	25.92	10.39	54.8	11.12	8.2	25.93	17.67	68.87
ENSG00000198876.11	24.59	20.81	21.42	17.32	30.65	21.69	14.77	18.05	15.39	30.51	14.09
ENSG00000108515.16	14.56	7.47	3.17	7.29	1.38	10.55	3.7	2.93	10.4	17.02	22.09
ENSG00000169062.13	21.1	16.73	26.53	19.55	33.94	29.94	28.28	31.76	31.79	28.56	17.19
ENSG00000264522.4	5.51	7.06	8.88	5.57	12.16	8.54	8.73	13.01	7.02	6.46	21.46
ENSG00000184602.5	13.49	22.46	3.41	4.17	7.52	6.09	10.05	5.06	3.46	1.72	7.88
ENSG00000063660.7	178.04	106.51	25.47	106.09	35.14	24.92	131.29	40.54	64.32	13.42	38.85
ENSG00000166396.11	9.14	148.31	1.17	19.72	5.65	7.53	1.93	1.14	1.11	1.08	0
ENSG00000182400.13	10	8.37	5.25	13.55	18.17	7.62	6.15	22.6	16.56	15.92	22.46
ENSG00000204386.9	12.88	25.12	16.75	24.7	30.75	34.51	22.13	30.59	41.77	17.83	241.63
ENSG00000143771.10	60.61	68.43	109.88	41.2	54.82	53.07	54.42	83.62	14.89	65.35	23.18
ENSG00000064652.9	22.43	14.11	21.26	17.12	8.53	14.94	9.4	16.31	8.86	21.92	3.84
ENSG00000169100.11	425.28	522.8	544.43	310.77	429.94	272.92	407.22	62.63	255.55	225.69	739.87
ENSG00000088812.16	28.15	64.69	30.54	16.14	15.32	21.68	22.26	37.91	18.44	8.29	6.03
ENSG00000204713.9	20.49	22.59	38.24	38.41	43.95	47.42	41.28	35.39	30.36	26.4	106.05
ENSG00000101181.16	57.62	41.8	52.08	27.7	31.32	52.1	28.89	52.78	56.46	41.96	88.67
ENSG00000105220.13	369.3	146.62	425.48	337.72	667.25	218.83	368.68	303.21	240.77	305.2	269.5
ENSG00000136732.13	0	0	0	34.51	0	44.74	0.09	7.11	14.35	0	60.84
ENSG00000159214.11	15.65	13.81	6.18	12.05	4.97	2.54	3.34	4.68	10.04	3.47	17.45
ENSG00000137955.14	37.1	30.08	65.73	35.9	10.53	49.03	16.37	122.56	51.45	105.5	12.77
ENSG00000120029.11	9.62	7.8	9.36	8.21	12.48	7.77	6.3	7.73	6.47	12.15	8.4
ENSG00000182307.11	36.04	15.9	36.11	44.39	71.89	77.15	59.06	18.41	59.21	42.98	75.48
ENSG00000131370.14	10.09	3.55	5.35	7.49	3.82	8.35	13.6	10.49	9.66	8.63	134.35
ENSG00000247626.4	8.37	6.92	8.27	8.24	17.43	6.82	2.93	7.06	3.82	10.26	11.79
ENSG00000115946.6	23.29	11	28.99	14.42	36.25	28.82	8.82	32.85	32.73	35.8	42.6
ENSG00000132286.10	20.84	17.33	17.06	23.96	10.28	13.42	0.05	16.22	20.64	12.9	18.56
ENSG00000067248.8	11.68	2.03	7.29	6.68	5.48	8.6	13.89	23.6	7.61	8.15	1.61
ENSG00000144655.13	4.61	7.41	5.32	11.37	4.45	7.52	3.19	14.51	9.05	12.75	7.18
ENSG00000081154.10	38.99	44.54	42.96	25.78	26.01	62.76	44.79	43.44	32.81	65.09	20.63
ENSG00000100092.19	35.44	38.47	5.79	11.8	22.28	6.65	36.01	8.87	16.23	11.93	1.46
ENSG00000169660.14	10.77	7.4	7.61	8.68	4.52	6.57	10.79	4.61	2.93	25.15	46.8
ENSG00000183671.11	5.09	22.31	1.81	13.88	0.48	0.65	2.22	1.11	14.28	0.96	0.28
ENSG00000116209.10	95.79	217.49	102.6	114.23	63.13	88.71	113.9	38.98	95.11	74.08	100.45
ENSG00000075303.11	3.69	2.89	9.7	6.77	10.32	7.27	17.83	7.38	8.67	4.55	10.73
ENSG00000154134.13	11.19	10.49	65.86	129.43	6.86	0	2.02	5.11	12.83	43.76	25.9
ENSG00000119655.7	510.9	217.54	320.17	302.33	317.83	437.24	144.05	64.77	93.88	305.13	401.35
ENSG00000197785.12	63.51	20.72	52.54	30.72	90.72	84.29	25.12	27.73	128.47	68.71	129.32
ENSG00000134294.12	119.29	111.11	147.6	95.03	124.3	93.03	59.73	25.28	58.5	65.04	214.92
ENSG00000119638.11	25.8	18.98	21.41	11.2	27.4	8.42	34.39	38.96	23.92	15.79	79.35
ENSG00000213676.9	20.17	59.56	38.4	46.21	39.44	43.77	53.32	43.12	35.86	47.17	123.9
ENSG00000170581.12	15.76	48.55	20.34	24.13	14.77	11.88	21.65	19.54	13.28	20.76	14.79
ENSG00000198373.11	18.65	14.3	15.41	20.76	15.07	25.3	14.35	15.34	18.57	30.87	16.83
ENSG00000170638.8	80.37	42.59	64.76	67.97	55.12	34.22	32.16	44.2	63.39	44.92	84.17
ENSG00000164209.15	18.72	11.59	15.79	14.27	13.5	21.18	12.45	21.39	27.6	27.22	5.21
ENSG00000136875.11	37.88	13.21	30.71	27.17	36.49	50.91	24.26	56.32	35.11	46.58	15.25
ENSG00000073111.12	90.3	14.68	52.11	27.6	86.86	87.5	41.87	87.66	183.57	70.65	35.53
ENSG00000225210.4	8.71	18.52	17.28	13.5	1.47	4.32	35.66	14.57	18.51	35.67	6.63
ENSG00000086848.13	21.28	9.72	24.43	16.47	11.92	14.16	11.6	13.08	13.87	18.35	7.87
ENSG00000133226.15	78.36	34.83	60.31	45.62	49.89	102.2	77.85	55.49	41.4	68.36	55.02
ENSG00000223508.5	3.21	4.73	6.14	14.82	12.45	8.82	1.83	2.26	3.2	4.98	10.03
ENSG00000155506.15	87.89	77.28	128.93	75.6	99.55	124.08	93.36	79.5	106.84	97.74	201.51
ENSG00000100418.7	23.26	17.5	27.95	29.25	19.17	18.14	27.09	47.01	27.95	33.57	20.12
ENSG00000079950.12	7.87	20.26	13.16	14.15	4.07	12.41	8.81	10.95	4.45	9.64	3.18
ENSG00000163472.17	10.23	94.64	3.69	8.65	14.77	4.51	4.14	4.29	3.94	3.68	11.72
ENSG00000125651.12	66.76	42.96	50.82	52.53	83.18	59.27	31.48	67.8	98.33	72.69	166.48
ENSG00000109180.13	71.48	75.56	65.61	70.34	32.53	51.87	76.34	96.34	41.74	85.66	130.39
ENSG00000159259.7	11.39	2.93	12.07	6.62	10.89	16.99	12.24	8.29	11.12	17.1	4.78
ENSG00000147854.15	9.57	12.82	16.64	15.42	10.19	15.26	44.21	53.95	9.03	9.63	5.93
ENSG00000109062.8	22.42	40.36	24.63	60.02	52.91	31.25	12.62	20.37	15.94	57.98	33.89
ENSG00000176087.13	40.07	104.24	63.02	74.29	63.75	80.61	57.16	64.41	110.81	80.76	118.7
ENSG00000134453.14	70.94	45.71	60.04	43.95	33.52	86.15	52.83	189.61	36.51	77.23	34.45
ENSG00000137411.15	78.37	26.12	44.44	30.81	55.95	26.06	26.43	20.57	12.97	20.31	82.09
ENSG00000276600.3	6.84	83.33	6.25	2.25	6.67	4.92	2.33	2.35	0.4	0.13	2.07
ENSG00000215717.5	14	13.33	8.68	14.14	5.6	12.42	16.77	48.53	10.31	19.96	4.78
ENSG00000099800.6	132.9	93.87	173.14	153.88	208.77	132.84	22.14	64.23	188.79	156.18	136.22
ENSG00000129354.10	93.09	74.45	43.18	36.7	7.23	7.6	0.18	0.59	4.99	122.44	0.83
ENSG00000157456.6	70.26	35.32	55.79	12.81	17.98	43.41	169.64	47.65	13.3	134.41	19.89
ENSG00000112062.9	10.72	17.04	22.86	22.37	17.7	24.14	28.23	18.17	14.14	37.88	15.49
ENSG00000149187.16	48.35	34.16	52.58	29.13	40.38	64.37	34.49	87.03	33.69	31.72	64.67
ENSG00000108846.14	63.94	7.92	65.42	123.44	14.55	7.37	78.74	54.01	7.31	12.88	0.89
ENSG00000125817.7	61.56	52.77	63.72	60.8	73.47	100.71	24.26	97.61	120.48	38.74	111.02
ENSG00000176153.11	4.41	51.41	0.63	1.02	3.45	0	0.16	0.4	0.59	0	0.13
ENSG00000188566.10	20.4	6.8	10.23	15.8	15.77	23.19	6.7	11.49	29.49	19.6	20.05
ENSG00000014914.18	7.28	7.11	16.69	16.71	13.8	9.72	13.07	5.44	4.66	70.35	53.89
ENSG00000133816.12	22.58	6.39	26.55	40.41	24.71	80.24	12.87	43.04	259.28	22.44	6.48
ENSG00000159403.14	2.59	14.93	5.09	12.7	12.14	10.34	211.91	20.59	44.68	4.01	1.32
ENSG00000115756.11	135.33	24.05	63.5	202.27	101.46	33.47	49.38	15.07	77.72	105.52	111.49
ENSG00000109065.10	51.98	34.01	33.82	46.13	49.04	34.29	35.56	71.67	51.66	53.81	237.45
ENSG00000139679.14	3.12	19.16	5.26	1.44	1.25	8.14	0.82	1.76	0.18	0	0
ENSG00000109113.16	94.52	62.72	132.04	118.76	60.61	88.04	33.38	152.99	131.96	211.28	138.62
ENSG00000196428.11	14.29	6.85	3.9	14.75	14.66	29.19	13.82	34.32	6.52	10.37	7.72
ENSG00000136682.13	24.2	9.79	11.19	11.19	49.51	11.14	6.83	25.21	10.57	7.95	8.49
ENSG00000123144.9	127.05	116.6	147.32	145.61	182	241.63	127.07	80.77	164.57	197.53	253.92
ENSG00000243927.4	63.27	65.21	81.82	36.43	73.66	85.9	39.53	43.52	27.64	59.3	53.08
ENSG00000004700.14	27.68	8.48	26.67	12.61	19.57	26.81	65.71	34.08	17.87	25.04	6.43
ENSG00000111707.10	3.51	11.45	10.82	10.65	17.74	6.53	8.74	15.44	4.28	6.6	4.24
ENSG00000169474.4	0	56.41	31	37.63	757.76	0	0	0	0	0	0
ENSG00000269940.1	6.76	8.51	7.63	8.54	23.92	3.55	5.48	7.36	7.01	7.65	11.31
ENSG00000254505.7	41.89	43.88	43.31	37.38	57.27	36.23	72.18	16.65	16.44	26.42	38.03
ENSG00000185252.16	7.37	4.97	7.63	5.89	5.85	6.06	2.76	15	10.04	3.77	30.19
ENSG00000198498.8	27.98	15.42	18.16	13.28	30.53	22.25	20.76	38.31	16.46	28.33	32.52
ENSG00000148773.11	36.8	8.39	29.07	5.15	52.26	23.46	181.95	49.23	33.27	43.96	12.52
ENSG00000173914.10	15.6	18.26	10.42	6.96	7.71	16.14	32.3	14	9.35	11.87	14.08
ENSG00000164081.11	90.17	68.98	66.66	81.22	45.98	46.64	43.28	25.81	62.84	90.16	73.89
ENSG00000136868.10	11.63	6.76	10.52	8.48	7.43	16.25	11.79	18.57	7.51	15.49	2.42
ENSG00000114999.7	11.13	7.51	24.47	13.72	17.99	21.29	7.45	44.2	16.24	28.68	13.26
ENSG00000116266.9	7.78	9.85	14.76	9.2	16.92	8.55	13.13	32.37	9.72	15.13	18.21
ENSG00000034677.10	10.17	21.36	20.14	4.61	16.77	11.84	11.72	19.97	25.34	14.55	49.07
ENSG00000167656.4	5.56	4.15	4.09	8.54	138.91	0	0	0	0	0	0
ENSG00000167183.2	0	26.41	1.01	2.19	1.59	0	0.1	0.27	0.04	0.22	0.15
ENSG00000130638.14	125.21	81.51	109.73	95.81	40.48	122.69	148.93	195.5	106.44	105.25	37.91
ENSG00000083454.20	11.24	0.15	12.19	7.02	29.89	11.36	2.69	7.41	1.63	11.66	0.61
ENSG00000145495.13	45.75	67.83	61.55	41.06	42.71	56.39	104.18	139.28	59.32	44.14	29.68
ENSG00000177058.10	9.04	3.84	8.74	8.6	3.38	4.72	8.86	11.65	11.74	6.78	7.98
ENSG00000159461.13	41.43	73.22	65.86	65.39	66.94	52.76	50.6	69.19	89.49	75.71	189.63
ENSG00000226950.5	124.13	223.77	166.83	59.09	96.91	89.39	83.64	37.6	86.7	117.83	163
ENSG00000166710.16	707.65	596.37	587.81	901.6	103.92	1348.34	1878.99	840.37	241.25	1096.91	128.61
ENSG00000078070.10	4.95	12.43	10.18	5.1	8.7	13.67	6.7	14.11	11.23	11.15	6.18
ENSG00000091732.14	13.85	8.58	18.18	12.46	20.46	15.23	30.66	20.3	16.31	15.53	12.75
ENSG00000106105.12	74.91	43.95	77.78	90.45	181.18	126.92	166.16	102.82	115.26	92.19	1014.23
ENSG00000177600.7	1211.3	1739.65	1653.7	1693.6	1543.43	1000.44	967.93	745.86	2087.78	1670.75	1394.18
ENSG00000138674.15	60.59	82.38	64.99	76.12	80.16	69.4	127.73	78.35	47.52	75.89	169.17
ENSG00000164318.16	18.99	8.12	10.8	15.48	0	0	0.07	0	26.79	0.16	0.11
ENSG00000088833.16	90.31	100.25	80.38	99.96	151.47	97.23	57.77	148.27	61.88	40.13	88.26
ENSG00000225663.6	31.55	29.54	29.51	66.2	39.45	58.62	31.17	21.02	65.81	46.27	142.34
ENSG00000180581.7	162.59	205.74	205.06	121.18	302.47	329.7	122.25	144.81	39.34	150.14	66.71
ENSG00000156508.16	2299.37	4336.34	4371.22	3479.98	3744.62	2689.8	3963.45	3647.34	2342.65	3635.66	2382.5
ENSG00000088832.13	461.37	376.43	380.67	396.78	343.3	434.69	205.2	483.58	228.18	332.59	333.38
ENSG00000167447.11	8.81	6.37	7.93	9.43	7.96	10.09	10.68	15.82	5.58	9.77	7.13
ENSG00000275993.2	18.37	12.74	48.26	40.14	45.32	9.63	1.61	10.29	0.51	4.95	76.61
ENSG00000167767.12	3.75	14.37	1.84	15.77	3.3	20.36	1.53	19.51	2.07	42.24	8.27
ENSG00000197903.7	198.21	94.97	32.28	72.9	72.95	88.87	150.72	316.54	37.08	41.86	367.93
ENSG00000196123.11	22.88	13.07	5.86	19.94	6.1	17.96	8.22	14.84	22.5	26.31	20.82
ENSG00000082068.7	12.22	13.39	13.91	11.97	25.21	19.27	30.93	22.81	24.11	13.34	8.83
ENSG00000135632.10	29.42	18.73	26.6	23.21	34.25	18.57	13.93	26.38	25.49	31.39	17.86
ENSG00000184056.13	12.95	9.58	13.03	16.66	8.87	11.34	14.23	13.01	10.98	17.02	20.13
ENSG00000152684.10	11.48	4.92	9.69	19.41	19.91	8.48	6.54	9.35	11.29	13.36	8.01
ENSG00000108474.15	34.45	39.01	27.02	31.2	36.32	50.44	37.79	19.81	60.48	26.88	53.24
ENSG00000100299.16	20.93	30.81	16.9	45.09	7.32	11.53	17.96	7.37	16.76	7.2	33.12
ENSG00000075413.16	30.26	22.48	32.26	47.55	44.21	30.02	61.49	55.73	29.65	26.42	68.83
ENSG00000171566.10	56.05	41.08	52.48	62.54	30.92	50.09	63.03	68.4	38.56	83.58	46.46
ENSG00000113648.15	254.52	211.54	253.45	155.1	249.21	141.92	82.34	145.62	194.28	253.55	286.31
ENSG00000125503.11	48.9	44.63	42.23	57.12	47.03	57.46	18.65	30.8	92.08	90.17	96.05
ENSG00000120254.14	15.99	9.13	33.66	30.83	36.8	43.19	36.88	21.03	18.87	31.55	48.47
ENSG00000198399.13	5.84	5.04	8.28	7.91	7.42	5.11	5.11	8.06	8.43	11.56	13.11
ENSG00000138463.8	7.6	13.97	7.76	4.82	2.93	8.33	4.03	7.56	2.65	5.82	1.26
ENSG00000166582.8	23.64	2.6	36.67	33.33	16.42	219.53	51.21	31.61	11.98	38.36	11.14
ENSG00000139687.12	9.22	12.36	14.23	5.35	4.19	3.95	33.98	23.52	7.48	20.77	2.37
ENSG00000102858.11	29.02	25.87	24.18	41.07	19.13	26.57	20.18	24.11	58.7	31.11	64.79
ENSG00000174775.15	319.07	263.1	195.53	109.48	185.47	90.1	27.71	76.63	391.66	176.44	96.12
ENSG00000175197.9	19.55	13.11	5.96	16.9	8.35	23.49	20.04	21.78	10.03	11.12	177.57
ENSG00000129103.16	64.88	88.76	86.67	53.86	93.13	97.01	95.6	64.9	90.65	76.04	106.39
ENSG00000159352.14	128.92	95.18	142.19	114.52	261.21	134.12	193.86	212.4	135.54	148.55	433.09
ENSG00000184047.14	26.23	31.63	32.05	45.76	37.71	45.6	34.12	66.45	30.17	50.1	27.63
ENSG00000254413.7	6.77	10.51	3.86	16.28	0.6	1.82	0.63	2.13	0.51	3.5	14.07
ENSG00000151967.17	7.29	1.92	2.77	21.61	0.47	3.27	5.2	2.66	1.1	0.6	0.02
ENSG00000264558.1	147.98	93.75	20.96	90.16	312.63	200.78	83.55	153.74	77.45	445.83	361.26
ENSG00000101871.13	28.65	18.97	5.82	4.23	3.52	43.96	16.23	12.03	5.61	15.44	30.5
ENSG00000184903.8	6.15	10.68	14.74	3.12	10.52	1.9	5.48	5.35	2.06	12.13	9.86
ENSG00000280013.1	54.69	10.88	0	0	0	0	0	1.03	1.64	0	0
ENSG00000180992.6	57.38	66.08	100.46	101.66	148.77	92.63	40.82	50.52	60.32	78.16	114.52
ENSG00000154144.11	14.58	9.32	29.22	27.32	15.42	15.15	14.53	4.43	10.4	24.01	15.08
ENSG00000116691.9	25.47	15.9	21.25	13.37	28.58	39	18.13	10.71	28.97	22.97	107.69
ENSG00000110200.7	93.4	87.65	77.44	38.91	57.77	85.94	68.63	48.71	60.13	45.38	32.88
ENSG00000134215.14	10.23	20.63	5.9	0.08	2.5	0.3	8.73	9.62	0.66	0	0.09
ENSG00000117751.16	47.46	24.7	40.67	36.39	36.7	66.56	43.67	33.57	33.65	40.41	46.4
ENSG00000160710.14	47.4	39.65	63.16	35.2	65.21	48.05	72.86	89.64	38.38	44.96	75.51
ENSG00000059573.7	37.83	21.72	42.3	24.67	57.06	83.03	39.35	35.73	19.21	51.73	66.56
ENSG00000100294.11	31.18	15.3	20.16	20.45	27.54	16.94	10.93	15.1	32.76	14.02	19.79
ENSG00000173918.13	7.94	0	1.92	50.63	2.53	0.06	2.87	3.33	0.61	0	0
ENSG00000186184.14	84.09	123.59	128.62	76.43	89.36	121.49	62.01	43.14	26.58	67.41	140.51
ENSG00000186395.6	7.09	179.8	10.37	10.21	20.81	5.84	5.34	8.24	4.27	6.82	2.9
ENSG00000163344.5	64.91	39.33	35.57	19.62	72.15	32	45.62	48.29	36.56	19.28	21.94
ENSG00000134262.11	9.14	5.9	13.41	14.33	7.09	14.13	11.77	34.54	11.45	14.43	4.05
ENSG00000178397.11	5.62	6.79	8.84	8.58	11.99	11.51	9.6	8.55	7.98	7.57	27.52
ENSG00000066427.20	6.66	13.29	8.74	9.86	2.46	7.05	48.45	19.49	6.74	7.28	8.06
ENSG00000116584.16	24.63	19.18	55	62.09	93.34	51.69	59.8	79.69	50.91	56.96	345.68
ENSG00000104327.6	0.68	3.12	9.76	1.18	28.05	0.44	1.41	0.49	3.55	0.42	7.9
ENSG00000267125.2	16	23.93	24.56	30.8	55.78	20.32	0	0	0	25.93	58.2
ENSG00000119403.12	146.44	39.35	103.95	36.47	113.61	113.55	79.12	82.84	108.15	225.64	121.61
ENSG00000138111.13	13.4	2.34	8.35	8.6	10.01	7.24	2.49	3.34	6.88	6.99	10.04
ENSG00000021355.11	0.02	7.85	13.7	110.97	19.31	0.02	0.14	13.85	6.18	15.74	0.08
ENSG00000105726.15	56.55	39.24	51.81	54.38	56.3	61.58	45.66	30.4	73.96	67.39	153.77
ENSG00000088970.14	8.3	32.83	10.47	2.28	1.86	4.26	6.13	6.8	2.88	3.66	2.56
ENSG00000101474.10	72.71	80.66	90.86	69.78	68.77	179.17	65.34	105.57	84.25	76.63	70.93
ENSG00000178685.12	17.41	46.94	10.39	20.05	5.17	3.23	6.78	6.96	20.98	15.81	12.85
ENSG00000107949.15	53.48	25.1	49.13	47.05	25.34	53.13	74.32	175.64	37.45	42.06	19.67
ENSG00000101443.16	0.29	0	10.99	858.13	121.97	0	0	1.6	0.14	0.73	0.7
ENSG00000169246.15	32.25	23.87	19.39	30.41	19.92	20.32	60.41	25.24	22.69	23.29	48.89
