ID	ER-NOD-ERR1084805	ER-NOD-ERR1084806	ER-ATH-ERR1084764	ER-ATH-ERR1084765	TN-NOD-ERR1084798	TN-NOD-ERR1084799	TN-ATH-ERR1084768	TN-ATH-ERR1084766	A1-A2_1_Tt	B1-B2_1_Tt	i_B1-B2_1_A1-A2_1_Tt	FTEST_A1-A2_1	FTEST_B1-B2_1	FTEST_B1-B2_1+A1-A2_1
ENSG00000132024	0.262912	0.219964	0.356892	0.381647	0.487987	0.625373	0.773135	1.04088	2.25193	1.26238	0.587412	0.0243264	0.206812	0.556927
ENSG00000132153	0.156223	3.64872	0.122916	0.960296	0.901065	0.984226	0.135746	0.922139	-0.528885	-0.965092	0.515111	0.596885	0.334498	0.606475
ENSG00000132196	0.375716	0.268778	0.305424	0.151766	0.298945	0.540813	0.568817	0.53739	1.11448	0.104476	0.59897	0.265072	0.916792	0.549193
ENSG00000132274	0.539338	2.97043	3.72221	3.61005	0.546045	0.435287	0.190262	0.348125	-3.81857	1.38432	-1.74719	0.000134225	0.166261	0.0806036
ENSG00000132297	0.742059	1.03911	0.898683	1.0467	0.132625	1.0616	0.166662	0.848262	-1.26551	-0.0125841	-0.286481	0.205688	0.98996	0.774509
ENSG00000132326	0.389518	0.620854	0.343243	0.554649	0.832966	0.256686	1.14357	0.91489	1.63665	1.13038	1.42734	0.101704	0.258314	0.153482
ENSG00000132330	1.01638	0.495532	0.971113	1.03929	0.355829	0.772178	1.07504	0.177968	-1.01918	0.556781	-0.33353	0.308119	0.577677	0.738735
ENSG00000132498	1.04789	0.243818	0.383392	1.09966	0.442763	0.824205	0.568477	0.880153	-0.0499649	0.314996	-0.00817311	0.96015	0.752765	0.993479
ENSG00000132561	0.263543	1.16549	1.01452	0.21544	0.353805	0.262647	0.857499	0.916965	-0.221569	0.792572	1.12164	0.82465	0.428027	0.262016
ENSG00000132570	0.152488	0.209345	2.66084	0.890125	0.114084	1.19988	0.276006	0.179642	-1.03032	1.12052	-1.94577	0.302861	0.262493	0.0516818
ENSG00000132680	0.357327	0.730655	1.73922	0.994532	0.273704	0.126187	0.865645	0.212998	-2.19303	2.17555	-0.905044	0.0283055	0.0295892	0.365442
ENSG00000132793	0.382016	0.537823	0.188038	0.459984	0.318567	0.485717	0.331855	0.743376	0.411397	-0.00114957	0.716469	0.680782	0.999083	0.473702
ENSG00000132840	0.485378	0.674618	0.467581	0.953855	0.454771	0.631124	0.868377	0.570211	-0.0751739	0.810679	0.120458	0.940076	0.41755	0.90412
ENSG00000132874	1.07043	2.17763	0.884929	1.03102	0.792684	0.327711	1.88839	0.937417	-0.79142	0.242603	1.974	0.428699	0.808313	0.0483818
ENSG00000132915	0.140368	0.117835	0.951501	1.79302	0.693244	0.275546	1.20674	0.693244	-0.125084	3.19127	-1.45218	0.900457	0.00141647	0.146453
ENSG00000132967	0.316375	0.197478	0.208828	0.94703	1.09201	1.91947	0.382532	0.973217	2.13747	-0.80326	-1.82069	0.0325595	0.421824	0.0686538
ENSG00000132975	0.857655	0.49553	1.69218	0.255233	6.39869	1.62575	7.00556	0.295478	1.43723	-0.015439	-0.157484	0.150654	0.987682	0.874863
ENSG00000133056	0.583568	0.615216	0.681196	0.815423	0.258592	1.06657	0.390041	0.626173	-0.415033	-0.013032	-0.711354	0.678118	0.989602	0.476865
ENSG00000133059	0.920428	0.744812	0.157297	0.688805	0.215024	0.942226	0.619828	0.442735	-0.311921	-0.977744	0.775126	0.755101	0.328201	0.438265
ENSG00000133114	0.779643	0.660197	0.46057	1.99281	0.631144	0.876571	0.57297	0.558048	-0.806001	0.409168	-0.893221	0.420242	0.682416	0.371739
ENSG00000133131	2.86031	3.70113	2.97043	2.88538	2.04357	2.32607	3.19173	2.92021	-2.07796	1.11287	2.62787	0.0377135	0.265763	0.00859213
ENSG00000133138	3.08178	4.00237	3.98525	3.42562	3.52465	2.97914	3.19783	2.45162	-1.64968	-0.371685	-0.832004	0.0990084	0.710127	0.405407
ENSG00000133247	0.739973	0.723601	0.550057	1.0225	0.596818	0.307712	0.418035	0.752051	-1.26924	0.494412	0.206674	0.204355	0.621015	0.836265
ENSG00000133460	0.503191	0.901603	0.267267	1.08439	0.52152	0.617026	0.425859	1.05096	-0.127402	0.257484	0.353459	0.898622	0.796805	0.723745
ENSG00000133466	0.907067	0.952032	0.871387	0.551879	1.00933	0.460192	1.19393	0.666903	0.058049	-0.0538528	1.00055	0.95371	0.957052	0.317044
ENSG00000133488	0.851554	0.98002	1.00964	0.531197	0.540217	0.370209	1.06234	0.316789	-1.18847	0.195323	0.833517	0.234648	0.84514	0.404553
ENSG00000133627	0.828256	0.702314	0.94039	0.278314	0.624819	0.437208	0.486026	0.30598	-1.18175	-0.768114	0.0552388	0.237304	0.44242	0.955948
ENSG00000133789	0.942854	1.08926	0.889217	0.744457	0.256525	0.873603	0.261482	0.582384	-2.23323	-0.90383	0.148078	0.0255339	0.366086	0.882281
ENSG00000133805	2.72064	2.82721	5.18432	4.9126	2.94559	2.95387	3.02558	0.852613	-2.676	1.15293	-2.99674	0.00745071	0.248938	0.00272886
ENSG00000133812	0.824562	1.00615	1.06855	0.434416	0.595949	0.520429	0.343745	0.956141	-1.0157	-0.159694	0.566028	0.309772	0.873122	0.571375
ENSG00000133816	5.4166	3.25428	5.37684	5.32343	5.11794	6.05604	4.29314	4.2423	0.143444	-0.258312	-1.97945	0.885939	0.796166	0.0477656
ENSG00000133884	0.616555	1.08733	1.6961	1.0953	0.836162	0.99697	0.480206	0.526496	-2.11856	0.334118	-2.44936	0.034128	0.738291	0.0143112
ENSG00000133980	0.810736	0.276379	1.94682	1.70238	2.05543	0.267179	7.25138	0.488838	0.758803	1.13677	0.406792	0.44797	0.255635	0.684161
ENSG00000133983	7.30432	6.79717	6.86816	7.18262	6.30641	6.72602	6.16868	7.7622	-0.678414	0.483715	0.541585	0.49751	0.628588	0.588104
ENSG00000134061	0.493168	0.995435	1.09115	1.83624	4.99632	4.65808	5.21739	0.333557	2.16771	-0.535362	-1.1135	0.0301811	0.5924	0.265494
ENSG00000134086	0.173749	0.615971	1.88839	0.670765	0.559775	0.458825	0.660023	0.348992	-0.988909	1.31718	-1.33152	0.322707	0.187779	0.183016
ENSG00000134146	2.64509	0.103282	0.816548	1.70947	0.122595	0.264764	0.298933	0.847157	-1.35887	0.194835	0.356372	0.174187	0.845522	0.721562
ENSG00000134184	2.19258	7.7762	0.233314	4.95846	6.45069	0.633348	3.09146	5.73729	0.0774448	-0.312184	0.67143	0.93827	0.754901	0.501946
ENSG00000134201	0.343106	0.653743	0.877093	0.199247	0.641075	0.872392	0.935409	0.538045	1.04307	0.0450679	-0.13642	0.296915	0.964053	0.891489
ENSG00000134202	0.298887	0.111788	0.705223	0.687725	0.504956	0.600659	0.678877	0.738513	0.949608	1.70819	-0.885082	0.342311	0.0876007	0.376113
ENSG00000134248	1.68312	1.81823	2.78843	2.57895	1.94195	2.39856	2.40869	0.955816	-0.754091	0.57674	-1.84165	0.450795	0.564115	0.0655267
ENSG00000134265	0.674408	0.194848	0.309278	0.134183	0.553673	0.869301	0.62676	0.383175	1.4787	-1.10729	0.0168377	0.139221	0.268168	0.986566
ENSG00000134283	1.28306	0.556955	0.58585	0.40577	0.721719	1.28306	0.784782	0.152926	0.0982122	-1.69703	-0.193738	0.921764	0.089691	0.846381
ENSG00000134285	0.855033	0.318131	0.396033	0.408776	1.09522	0.49528	0.94985	0.867615	1.76675	-0.17469	0.735508	0.0772707	0.861323	0.46203
ENSG00000134324	0.330689	0.387895	1.0665	0.342477	0.993119	1.95152	0.654228	0.747433	1.83958	-0.706885	-1.85171	0.0658304	0.479638	0.0640669
ENSG00000134375	0.493777	0.233104	0.385946	1.06818	0.327952	0.595224	0.102368	0.78707	-0.355538	0.669301	-0.734422	0.722186	0.503303	0.462691
ENSG00000134461	0.781625	0.364525	0.385543	0.23858	0.850374	0.691312	0.8603	0.535157	1.54031	-0.882125	0.496066	0.123484	0.377709	0.619848
ENSG00000134539	0.744239	0.615333	0.753287	1.04027	0.924109	0.748511	0.734032	0.435551	-0.410435	-0.0911467	-1.2369	0.681487	0.927376	0.216122
ENSG00000134548	3.54827	3.29737	3.65676	2.24381	3.23693	3.57903	3.57903	5.31499	1.30095	0.497329	1.32701	0.193274	0.618957	0.184505
ENSG00000134697	0.773959	0.516126	0.666241	1.06185	0.482628	0.908718	0.954973	1.03686	0.481808	1.37085	0.214469	0.629943	0.170422	0.830182
ENSG00000134717	0.556151	1.06777	2.23631	0.34875	0.16996	1.61278	0.842097	3.57903	0.545019	0.98342	0.458238	0.58574	0.325401	0.646782
ENSG00000134757	0.316935	0.397912	1.62575	0.337321	0.319303	0.790892	1.07954	0.601846	0.0781136	1.25041	-0.465298	0.937738	0.211151	0.641718
ENSG00000134762	0.604845	0.218118	0.352221	0.196157	0.978417	1.59531	0.645347	0.259915	2.51369	-2.31738	-1.66241	0.0119476	0.020483	0.09643
ENSG00000134873	0.787377	0.840396	0.49375	0.440664	6.08154	2.29376	4.10907	4.11367	3.70483	-0.223285	0.142747	0.000211531	0.823314	0.88649
ENSG00000134874	0.780667	0.317858	1.08917	0.116219	0.991817	0.271474	0.518854	0.505301	-0.0127101	-0.10205	-0.266955	0.989859	0.918717	0.789504
ENSG00000134882	0.68246	0.953671	0.887929	0.491178	0.808644	0.824785	0.94733	1.05739	0.822271	0.150842	0.829405	0.410923	0.880101	0.406875
ENSG00000134897	0.894745	0.689427	0.27433	0.192657	0.926748	0.493632	0.172194	0.428595	-0.0395861	-2.55662	0.392835	0.968423	0.0105695	0.694442
ENSG00000134986	0.998478	0.290312	0.680815	1.09464	0.168729	0.368192	0.835031	0.562479	-1.2737	1.51884	0.421552	0.202769	0.128803	0.673352
ENSG00000135077	0.708857	0.515699	0.780337	0.698032	0.531918	0.672154	0.103332	0.114377	-1.69116	-0.966992	-1.63708	0.0908069	0.333548	0.101614
ENSG00000135093	1.94682	1.66132	3.81164	3.49051	2.31895	1.03382	0.654976	0.525826	-4.68461	1.11816	-4.3094	2.80487e-06	0.263499	1.63698e-05
ENSG00000135119	0.891261	0.505555	0.23447	0.616045	0.352885	0.191864	0.41079	0.942312	-0.450124	0.337518	1.74477	0.652621	0.735727	0.0810255
ENSG00000135124	0.68902	0.987698	0.366194	0.503447	0.76906	0.911253	0.759826	0.575641	0.619654	-1.52058	0.610163	0.535485	0.128365	0.541754
ENSG00000135269	1.09765	0.658304	0.765953	0.67847	0.652939	0.834682	0.946663	0.38797	-0.499143	-0.613189	0.209288	0.617678	0.539752	0.834224
ENSG00000135378	0.882118	0.297161	0.555519	0.803669	0.977498	0.153551	0.235586	0.549652	-0.572453	-0.152642	-0.483702	0.567015	0.878681	0.628597
ENSG00000135390	0.156883	1.90765	0.249964	0.975478	0.948144	0.655519	0.109948	0.46419	-0.570333	-0.958244	-0.0976561	0.568452	0.33794	0.922205
ENSG00000135424	0.908404	0.201812	0.77498	0.750716	0.468006	0.178427	0.419776	2.43076	0.400264	1.21772	0.831444	0.688962	0.223332	0.405723
ENSG00000135452	0.127833	0.654068	0.417431	0.686137	0.320022	0.995901	0.239076	1.0547	0.597096	0.246943	-0.283455	0.550443	0.804953	0.776828
ENSG00000135480	0.842564	0.527046	0.251865	0.298083	0.818535	0.877243	0.230715	0.129363	0.179918	-2.84516	-0.681191	0.857217	0.00443893	0.495751
ENSG00000135541	0.351634	0.366301	0.579015	0.408517	0.516264	0.454493	0.256662	1.07178	0.710908	0.751079	0.105475	0.477141	0.452605	0.915999
ENSG00000135637	1.22985	0.464441	0.620852	0.880187	0.566253	0.295831	0.530903	0.969798	-0.868524	0.464612	0.867819	0.385108	0.64221	0.385493
ENSG00000135720	8.82652	7.37072	9.6239	9.80915	8.51457	8.92747	8.4377	9.48046	-0.14623	2.00968	-1.49413	0.88374	0.0444652	0.135143
ENSG00000135747	0.93426	0.374258	0.850679	0.962092	0.928327	0.16811	0.799019	0.548229	-0.689127	0.767904	-0.257753	0.490743	0.442544	0.796598
ENSG00000135778	0.148349	1.06401	0.687305	0.103053	0.806575	0.11435	0.254917	1.00466	0.119292	-0.0559292	0.510393	0.905044	0.955398	0.609776
ENSG00000135903	0.245065	3.10675	0.28428	2.1796	7.13791	0.256293	0.511366	7.09691	0.907372	-0.0665568	0.108845	0.36421	0.946935	0.913326
ENSG00000135917	0.763295	0.56481	0.92763	0.117788	0.721472	0.899414	2.11389	0.482229	1.00136	0.376183	0.683287	0.316655	0.706781	0.494425
ENSG00000135956	0.242323	0.679601	0.948482	0.438155	0.110504	0.782742	0.712413	0.861183	0.164513	1.19014	0.224127	0.869328	0.233991	0.822659
ENSG00000135966	2.228	0.898963	3.38212	2.60422	2.11389	1.38308	1.34443	1.22676	-1.78222	1.13167	-2.21532	0.0747135	0.257774	0.0267378
ENSG00000135968	0.644834	0.54074	0.929294	1.09306	0.589089	0.893305	0.680368	0.592141	-0.598014	0.827529	-1.38164	0.54983	0.407937	0.167082
ENSG00000135976	0.599881	0.694719	0.747059	0.504539	0.839784	0.749551	0.931339	0.660831	0.83863	-0.0530204	0.060507	0.401677	0.957716	0.951752
ENSG00000136002	0.962429	0.251149	0.594634	0.125641	1.07878	0.612422	0.747113	0.878193	1.41077	-0.570568	0.436097	0.158314	0.568293	0.662766
ENSG00000136051	0.994651	0.889437	0.457794	0.843133	0.227591	0.506484	0.468298	0.525875	-1.92299	-0.426455	1.11313	0.0544818	0.669777	0.265652
ENSG00000136155	1.67943	1.03676	0.840005	2.43416	0.451295	0.229481	7.22507	1.07071	0.467052	1.27828	1.10374	0.640463	0.20115	0.269704
ENSG00000136169	0.280745	2.82165	1.05878	1.06377	0.769833	0.85208	0.644142	0.261975	-1.04905	-0.659577	0.102711	0.294153	0.509525	0.918193
ENSG00000136231	0.351961	0.23886	0.909034	0.7565	0.978644	0.740373	0.317331	0.129793	-0.119085	-0.260284	-3.0976	0.905208	0.794645	0.00195091
ENSG00000136243	0.235007	0.342973	0.108573	0.747429	0.990086	0.886766	0.64208	0.779523	2.46117	-0.233947	-0.967947	0.0138483	0.815026	0.333071
ENSG00000136319	0.24456	0.385213	0.907114	0.612858	0.63618	0.811088	0.647119	0.742339	0.90684	1.09878	-1.25141	0.364491	0.271862	0.210786
ENSG00000136381	0.781798	0.702227	0.827863	1.54027	0.701114	0.745571	0.497697	0.453195	-1.9201	0.512589	-1.82152	0.0548451	0.608239	0.0685274
ENSG00000136634	0.289713	0.659672	0.705156	0.428573	0.468705	0.931231	0.361656	0.307217	-0.0188824	-0.72169	-1.20837	0.984935	0.470485	0.226904
ENSG00000136682	0.109078	0.578987	0.33701	0.244084	0.82196	0.345583	0.891513	0.712046	1.98262	0.434353	0.716761	0.0474098	0.664032	0.473521
ENSG00000136731	0.665562	0.13235	1.47782	1.32602	0.433593	0.391569	0.27691	0.256686	-2.96084	2.26302	-3.03278	0.00306805	0.0236343	0.00242314
ENSG00000136819	0.718806	1.30507	0.198683	0.789768	0.429894	0.745801	0.432107	0.111693	-1.36615	-1.76187	0.426413	0.171893	0.0780908	0.669807
ENSG00000136868	0.473665	1.03322	1.70947	0.757264	0.871361	0.386416	0.946977	0.431033	-1.01974	0.823273	-0.639983	0.307851	0.410353	0.522184
ENSG00000136944	0.991572	0.27555	0.799738	0.253227	0.482767	0.808816	0.732214	0.719777	0.442039	-0.056102	0.390974	0.658461	0.955261	0.695817
ENSG00000137033	0.929654	0.9529	0.454174	1.84291	3.15386	3.70113	2.47331	5.66153	3.07071	0.4813	0.2458	0.00213552	0.630303	0.805837
ENSG00000137171	0.965361	0.744413	1.06622	0.99771	1.07801	0.357789	0.17462	0.696812	-1.5954	-0.228686	-0.999271	0.110622	0.819113	0.317664
ENSG00000137270	2.24381	0.911253	2.52118	2.56989	2.02344	0.580789	2.41365	5.93215	0.670978	1.90521	0.944359	0.502235	0.056753	0.344986
ENSG00000137364	0.456471	0.864388	1.02671	0.102273	0.196495	1.0384	1.66676	0.475937	0.522909	0.403515	0.619814	0.601037	0.686569	0.53538
ENSG00000137413	0.815126	0.59151	0.129717	1.70572	0.202086	0.71062	0.695663	0.247299	-0.801319	0.265327	-0.230352	0.422947	0.790757	0.817818
ENSG00000137497	3.76911	0.818535	0.416133	0.54264	2.8899	2.11748	0.86433	0.977387	0.426448	-2.22427	0.151637	0.669781	0.02613	0.879473
ENSG00000137500	0.751781	0.578332	0.307704	2.28276	0.71819	1.14357	0.27807	0.460932	-0.648238	0.0675801	-1.17048	0.516831	0.94612	0.241807
ENSG00000137501	0.100957	0.986886	3.64872	1.09315	0.720734	0.839786	0.44732	0.586095	-1.19359	1.15344	-1.54231	0.232637	0.24873	0.122998
ENSG00000137642	0.484199	0.41354	0.483805	0.462205	0.671328	0.558426	1.05902	0.860638	1.72352	0.974415	0.846975	0.0847945	0.329851	0.397009
ENSG00000137747	1.0278	0.322814	0.985723	1.03007	0.419309	0.63618	0.924122	0.40601	-1.08679	1.0414	-0.432746	0.277131	0.297692	0.665199
ENSG00000137809	1.23824	0.942667	4.17017	0.449026	4.00237	2.78039	2.10452	4.99632	1.45228	0.565119	-0.434692	0.146424	0.571993	0.663786
ENSG00000137814	0.519785	0.553309	0.765159	0.962425	1.03164	0.972863	0.580615	0.718234	0.663549	-0.0675388	-1.79544	0.506979	0.946153	0.0725835
ENSG00000137818	0.20971	0.333795	0.581572	1.0966	0.326941	0.202306	0.836382	0.67426	-0.239962	2.79328	-0.202319	0.81036	0.00521772	0.839668
ENSG00000137822	0.732597	0.729691	0.688401	0.22058	0.9878	1.07221	0.582785	0.559128	1.09649	-1.9423	-0.481531	0.272865	0.0521005	0.630139
ENSG00000137871	0.530632	0.541802	0.486928	0.753445	0.427525	0.417	0.892319	1.07275	0.655784	1.70085	1.25748	0.511963	0.0889707	0.208581
ENSG00000137996	0.251647	0.72301	0.42178	0.671433	0.176319	1.08694	0.533858	0.107959	-0.14305	-0.441888	-0.650239	0.886251	0.65857	0.515538
ENSG00000138028	0.959802	1.01447	2.43994	0.217669	0.193596	0.496045	0.214265	0.420537	-1.46809	0.278973	-0.327657	0.14208	0.780265	0.743171
ENSG00000138032	0.598351	0.950647	0.994797	0.186752	1.07123	0.882597	0.158958	0.554012	-0.0647745	-1.63408	-0.887405	0.948354	0.102242	0.374861
ENSG00000138035	0.341726	0.589589	2.90432	0.995813	2.0679	0.875509	1.58196	1.86173	0.681942	1.52073	-1.08212	0.495276	0.128328	0.2792
ENSG00000138131	1.74869	0.728654	4.49276	3.08661	0.243034	4.06883	5.20528	0.460233	-0.0125176	1.01857	-0.591416	0.990013	0.308407	0.554242
ENSG00000138152	4.18149	1.25537	0.323338	1.04565	1.61278	2.27088	0.215789	3.28633	0.133236	-1.02224	0.846923	0.894006	0.306668	0.397038
ENSG00000138162	0.474985	0.668665	0.537569	1.04642	0.744983	1.3006	0.524507	1.51821	1.0782	0.346654	-0.351196	0.280946	0.728851	0.725441
ENSG00000138326	0.480276	0.752942	0.384309	0.394749	0.870611	0.477905	0.790794	0.984877	1.46776	-0.0356488	1.16337	0.142168	0.971562	0.24468
ENSG00000138435	0.798442	2.32607	0.289145	0.835523	0.857291	0.69324	0.375897	1.07956	-0.699989	-1.17956	1.0725	0.483934	0.238176	0.283497
ENSG00000138443	0.80675	0.475837	0.434854	0.260762	0.717563	0.924444	0.156576	0.346217	0.219912	-2.27863	-0.728982	0.82594	0.0226892	0.466013
ENSG00000138468	1.06748	0.379914	3.96985	0.291871	3.69048	0.183267	0.754899	0.860536	-0.0428756	0.108396	-0.988911	0.965801	0.913682	0.322706
ENSG00000138587	0.620836	0.701317	0.505519	1.04534	1.08159	0.158461	0.329652	0.376343	-0.863559	-0.284464	-0.710594	0.38783	0.776055	0.477336
ENSG00000138593	2.70392	0.929072	4.29314	3.43084	2.10452	2.18298	0.707557	1.06714	-2.63781	0.786236	-3.28995	0.00834428	0.431729	0.00100205
ENSG00000138604	0.813949	0.406	0.256282	0.549472	0.999239	0.532179	0.256223	1.83259	0.927512	0.0832976	0.565158	0.353661	0.933615	0.571966
ENSG00000138757	0.375076	0.867033	0.416985	0.992639	0.691477	0.473561	0.238856	0.658955	-0.659479	-0.111665	-0.486858	0.509588	0.911089	0.626359
ENSG00000138760	0.753475	0.430728	0.742222	0.408374	0.191263	0.263057	1.00969	0.596782	-0.361695	1.47652	1.56525	0.71758	0.139803	0.117525
ENSG00000139117	1.77858	4.68921	0.2084	2.19258	1.21772	0.991285	3.36707	7.32792	0.760574	0.832942	2.366	0.446912	0.404877	0.0179816
ENSG00000139154	2.28276	0.655243	0.438052	0.267628	0.484316	1.04561	0.234765	0.198265	-0.971302	-1.92397	0.65617	0.331398	0.0543578	0.511715
ENSG00000139160	0.351609	0.391046	0.647737	0.250848	0.823225	0.80396	0.525925	0.590258	1.45485	-0.468709	-0.880376	0.145711	0.639278	0.378656
ENSG00000139178	0.120945	0.418564	0.181735	0.494506	0.55742	0.740689	0.147982	0.888148	1.27643	-0.142935	-0.455014	0.201803	0.886342	0.649099
ENSG00000139218	1.57771	0.382911	0.456356	0.979411	0.545968	0.366048	0.476193	0.654369	-1.01895	-0.230545	0.559525	0.308225	0.817668	0.575804
ENSG00000139266	0.257333	1.03144	0.992421	0.424961	0.415753	0.93803	0.559726	1.77858	0.602299	0.680002	0.522867	0.546975	0.496503	0.601067
ENSG00000139344	0.514018	2.38838	0.18964	0.850772	1.06175	4.47162	2.83577	0.340488	1.02085	-0.903551	-0.106036	0.307326	0.366234	0.915554
ENSG00000139433	0.573997	0.765715	0.766412	1.06425	0.786661	1.08498	0.145989	0.810736	-0.422164	-0.523305	-1.73531	0.672905	0.600762	0.0826855
ENSG00000139547	0.181167	0.542396	0.786678	0.229149	0.330544	1.06959	0.585505	0.209955	0.429434	-0.294079	-0.844309	0.667607	0.768697	0.398497
ENSG00000139719	1.06073	0.701075	2.16015	0.515558	0.30814	0.697716	0.851553	0.586148	-1.14057	0.769787	-0.275745	0.25405	0.441426	0.782744
ENSG00000139722	1.06993	1.00889	0.517585	0.962347	0.333847	0.833338	0.800378	0.793572	-1.05287	-0.227198	1.35389	0.292398	0.82027	0.175772
ENSG00000139726	0.247356	0.90968	0.890017	0.544344	0.209111	0.130505	1.01834	0.874826	-0.468892	2.39389	1.66868	0.639147	0.0166708	0.0951816
ENSG00000139974	0.796918	2.7393	0.982596	0.561486	0.781894	1.02858	0.642654	0.22429	-1.17443	-1.43484	0.512515	0.240221	0.151332	0.60829
ENSG00000140025	2.35559	0.715263	0.771802	0.454834	0.684853	0.257307	0.564789	0.100411	-1.50628	-1.18771	0.877553	0.131995	0.234948	0.380186
ENSG00000140264	1.00886	1.05094	1.07034	0.917745	0.468523	0.932684	0.151592	0.201861	-3.02714	-1.47774	-1.28841	0.00246883	0.139477	0.197604
ENSG00000140265	0.702227	0.633062	0.845165	0.349216	0.423079	0.289509	0.458327	0.453584	-1.19486	0.0771095	0.449117	0.232142	0.938536	0.653347
ENSG00000140279	0.20785	0.233153	0.150502	1.09045	0.508966	0.207814	0.694639	0.832396	0.563613	1.61521	0.0103417	0.573018	0.106265	0.991749
ENSG00000140443	7.41445	9.25542	8.93035	8.30204	8.33278	5.98045	6.20135	4.64293	-2.55153	-0.848035	-1.1763	0.010725	0.396419	0.239476
ENSG00000140451	1.01903	0.237293	0.956686	0.634294	1.28306	0.909095	1.00615	0.31152	0.572886	-0.466789	-1.04555	0.566722	0.640651	0.295771
ENSG00000140459	2.2405	0.219147	1.0664	0.776309	2.92021	5.12598	6.9501	5.23203	4.59988	1.01639	1.37277	4.22731e-06	0.309443	0.169824
ENSG00000140464	0.219558	0.975261	0.727247	0.189895	0.793007	1.09577	1.02258	0.844599	1.658	-0.301825	0.258261	0.0973176	0.762785	0.796205
ENSG00000140557	0.19763	0.555641	0.589764	0.446846	4.05509	1.59002	0.87872	6.30211	1.84865	0.304711	0.209787	0.0645079	0.760586	0.833834
ENSG00000140612	0.779273	0.805173	0.232305	0.887123	0.94896	0.938325	0.385581	0.282807	-0.195631	-2.22283	-0.99515	0.844899	0.0262272	0.319663
ENSG00000140632	0.87757	0.532964	1.0152	0.7966	0.670257	0.871888	0.330895	1.71201	0.249426	0.620296	0.0684166	0.803031	0.535063	0.945454
ENSG00000141141	0.479351	1.08341	1.55926	0.450042	0.445753	0.759718	0.5696	0.287515	-1.13351	0.0737305	-0.59691	0.257002	0.941225	0.550568
ENSG00000141150	0.321014	0.386964	0.659494	1.01402	0.382733	0.582073	0.75862	0.480363	-0.234576	1.63647	-0.912621	0.814538	0.101742	0.361442
ENSG00000141252	1.03771	0.57108	0.248384	0.827209	0.313028	0.20865	0.816435	0.927658	-0.551553	0.908078	2.31312	0.581255	0.363837	0.0207159
ENSG00000141279	0.532382	0.948739	0.714781	0.370707	0.131546	0.492351	0.803671	1.04675	-0.121831	1.09681	2.14131	0.903033	0.272726	0.0322493
ENSG00000141298	0.188951	0.373928	0.818636	0.419846	0.75328	0.802045	0.769888	1.09903	2.14227	1.30578	-0.477862	0.032172	0.191627	0.632748
ENSG00000141446	0.461762	0.239488	0.320047	0.748727	0.798982	2.04357	0.234069	1.03146	1.50358	-0.777816	-1.25052	0.13269	0.436677	0.21111
ENSG00000141485	0.281056	0.892689	0.411823	1.33317	0.21877	1.04107	0.139032	0.935205	-0.367349	0.242305	-0.475544	0.713358	0.808544	0.634399
ENSG00000141526	0.868731	0.571414	0.783944	0.483512	0.842122	0.81549	0.875863	0.545793	0.490613	-0.539426	-0.0835148	0.6237	0.589593	0.933442
ENSG00000141543	1.77013	1.94682	1.91947	2.58589	0.762239	0.824241	0.964814	0.819721	-6.40389	1.30217	-0.77929	1.51467e-10	0.192858	0.435809
ENSG00000141562	0.480875	0.28466	0.473001	0.18292	0.954548	0.472034	0.544682	0.797668	1.77872	-0.255884	0.0335058	0.0752859	0.798041	0.973271
ENSG00000141665	1.09404	0.692081	0.193409	0.793017	0.82615	0.124869	0.974073	1.00763	0.159066	0.229389	1.81768	0.873617	0.818566	0.0691137
ENSG00000141750	0.618839	0.436692	1.09284	0.559913	0.475724	0.928048	0.328644	0.947139	-0.0302137	0.493433	-0.762613	0.975897	0.621707	0.445694
ENSG00000141933	0.611992	0.712156	2.45812	0.68926	0.327483	0.518854	0.488019	0.135053	-1.65259	0.880739	-1.12654	0.0984151	0.378459	0.259937
ENSG00000141959	0.989721	0.352833	0.854775	0.370596	0.537493	0.227776	0.453516	0.392041	-1.11279	-0.0428968	0.229594	0.2658	0.965784	0.818408
ENSG00000142002	0.59981	1.05531	0.898198	0.386077	0.191891	0.991607	1.07909	0.918041	0.226413	0.415581	1.1117	0.82088	0.677717	0.266268
ENSG00000142319	1.01648	0.953167	0.43688	0.353167	0.94601	0.896793	0.728892	0.774058	0.773624	-2.00573	1.10849	0.439153	0.0448852	0.26765
ENSG00000142405	0.125437	0.57603	0.28605	0.737593	0.165291	0.513533	0.125613	0.200344	-0.950864	-0.0405131	-0.891082	0.341674	0.967684	0.372885
ENSG00000142459	0.403254	0.378446	0.955119	0.673851	0.815939	1.08289	1.02737	0.10798	0.624679	0.0839395	-1.61377	0.532182	0.933105	0.106577
ENSG00000142599	2.78843	2.87781	3.24522	3.14299	2.29376	2.30837	0.810736	3.12026	-1.52204	0.0219731	-0.602148	0.128	0.982469	0.547076
ENSG00000142609	0.582704	0.825565	0.394057	0.674596	0.717172	0.373151	0.492637	0.633647	-0.343625	-0.400837	0.495778	0.731128	0.68854	0.620051
ENSG00000142686	0.226318	0.829517	0.886815	1.07233	0.62631	0.515707	0.746386	0.651747	-0.62679	1.53048	-0.854317	0.530797	0.125897	0.392929
