id	group_1_sample_1_ER-ERR1084811_PE	group_1_sample_2_ER-ERR1084806_PE	group_1_sample_3_ER-ERR1084805_PE	group_1_sample_4_ER-ERR1084775_PE	group_1_sample_5_ER-ERR1084765_PE	group_1_sample_6_ER-ERR1084764_PE	group_1_sample_7_ER-ERR1084763_PE	group_2_sample_10_TN-ERR1084799_PE	group_2_sample_11_TN-ERR1084798_PE	group_2_sample_12_TN-ERR1084768_PE	group_2_sample_13_TN-ERR1084766_PE	group_2_sample_1_TN-ERR1084810_PE	group_2_sample_2_TN-ERR1084809_PE	group_2_sample_3_TN-ERR1084808_PE	group_2_sample_4_TN-ERR1084807_PE	group_2_sample_5_TN-ERR1084804_PE	group_2_sample_6_TN-ERR1084803_PE	group_2_sample_7_TN-ERR1084802_PE	group_2_sample_8_TN-ERR1084801_PE	group_2_sample_9_TN-ERR1084800_PE
Group	ER	ER	ER	ER	ER	ER	ER	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
ENSG00000136169	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000136231	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000136267	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000136319	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3
ENSG00000136381	0.95	1.94	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0.89	0	0
ENSG00000136634	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000136731	3.06	1	1	6.54	2	1	2	0	0	0	1	3	1	0	2	0	1	2	1	0
ENSG00000136819	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15	2	0
ENSG00000136895	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136937	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000136944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000137033	0	0	1	0	1	0	0	20	10	7	86	143	1	1	5	8	0	0	0	2
ENSG00000137166	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137221	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137270	7	1	4	0	3	2	0	0	6	7	188	2	52	0	17	1	15	5	19	5
ENSG00000137364	0	0	0	0	0	0	0	0	1.04	2.51	0	2	0	0	2	0	0	0	0	0
ENSG00000137413	1.98	0	1	1	2	0	1	3	0	0	0	0	0	1	2.21	1	0	1	1.16	1
ENSG00000137497	1.1	1	25.63	0	0	0	0	5.29	13.75	2.48	1	1	2	0	5	0	0	1.02	3.22	16.18
ENSG00000137500	1	0	1	0	0	0	0	0.98	0	0	0	1	0	0	0	0	0	4	0.96	2.36
ENSG00000137501	0	0	0	0	0	4.6	0	0	0	1.08	0	0	0	0	0	1.86	8.72	12.05	0	0
ENSG00000137642	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000137770	0	0	0	0	0	0	0	0	0.38	0	0	0	0	0	0	0	1	0	0	0
ENSG00000137809	0	2	2	0	0	1	0	10	35	4	149	8	45	1	15	0	0	1	0	45
ENSG00000137812	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000137814	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000137818	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
ENSG00000137819	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000137822	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000137871	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000137941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000137992	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137996	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000138028	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000138032	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000138035	2.04	0	0	0.7	0	0.99	2	1.99	1.23	1	1.99	2	1.9	2.07	1.76	0	0.6	2.84	2.41	1.19
ENSG00000138039	0	0	0	0	0	0	0	0	0	0	0	0	0.98	0	1	0	0	0	0	0
ENSG00000138131	1	0	4	0	7	23	11	41	0	123	1	110.56	75	20	99	373	4	638	0	62
ENSG00000138152	0	1	19	8	0	0	0	2	3	0	4	0	1	41	6	2	2	5	5	5
ENSG00000138162	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000138185	0	1	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0
ENSG00000138326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000138435	0	2	0	3	0	0	0	0	1	0	1	0	2	2	1	0	0	2	0	1
ENSG00000138439	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000138442	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000138443	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
ENSG00000138468	0	0	0	0	0	0.93	0	0	1.03	0	0	0	0	0	0	0.94	0	1	0	0
ENSG00000138593	6	0	1	1	1	2	1	1	1	0	0	0	0	1	0	0	0	2.01	0	7.1
ENSG00000138604	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000138757	2	2.11	0	1	0	0	0	0	0	0	0	0	0	1.04	2.01	0	0	0	0	0.3
ENSG00000138760	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000139117	27	57	1	0	1	0	0	0	3	10	686	441	11	0	162	1	1	186	112	29
ENSG00000139154	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000139218	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000139323	0.79	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54
ENSG00000139344	0	0.8	0	0.33	0.26	0	0	7.36	0	1.69	0	0	16.39	0	1.43	10.88	0	0	1	0
ENSG00000139547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000139624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000139629	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139631	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139697	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139719	1	0	2.46	0	0	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0
ENSG00000139722	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000139977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000140025	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000140265	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140279	0	0	0	0	0	0	0	1	2	0	0	0	1.02	0	0	0	0	4.02	1.15	0
ENSG00000140400	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000140443	2877	16946	3422	2566	4344	8318	7779	887	10361	1171	239	792	2232	657	2482	4794	930	1327	896	2574
ENSG00000140451	0	0	0	0	0	0	1	0	1.99	0.92	0	1.05	0.99	0	0	0	0	0	0	0
ENSG00000140459	0	0	3	6	0	0	0	57	6	338	64	0	2	73	55.87	0	1	0	1	6
ENSG00000140464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000140557	0	0	0	0	0	0	0	1	87	0	558	17	3	0	17	0	3	29	21	382
ENSG00000140612	0	0	0	1	0	1	0	0	1.96	0	0	0	0.66	0	0	1.68	0	0	1	0
ENSG00000140632	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000140832	0	0	1.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000141141	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000141150	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.92	0	0	0	0	0
ENSG00000141252	0	2	0	0	0	0	0	1	3	0	0	0	2	0	1	1	0	2	0	1
ENSG00000141279	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000141446	0	0	0	0	0	0	0	1.72	0	0	0	0	0	0	0	0.99	0	0	0	0
ENSG00000141485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000141526	2.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000141527	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.97
ENSG00000141543	1	4	3	2	4	0	0	2	0	0	0	0	1	1	4	2	4	0	1	2.01
ENSG00000141562	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000141576	0	0	0	0	0	0	0	1	0	0	0	0	3.96	0	0	1	0	1.01	0	0
ENSG00000141665	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000141698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000141933	1	0	0	0	0	1	0	1.01	0	0	0	0	0	0	0	0	0	0.79	0	0
ENSG00000141959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000142002	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000142319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000142405	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000142459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000142599	1	6.69	7	5	6	4	4	4	7.74	0	13.89	8	4	4	4	14.03	6.03	9	7	5
ENSG00000142609	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142686	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000142765	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1.27
ENSG00000142798	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000143028	0	0	2	89	0	0	0	1	18	9	135	19	40	2	12	4	142	5	2	5
ENSG00000143156	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000143194	1	0	0	0	0	0	1	0	0	0	8	665	47	0	4	1009	1942	3	4	1
ENSG00000143222	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000143257	3.15	0	0	0	0	0	1.98	0	0	0	0	1	0	2.44	0	0	0	0	1.31	2.11
ENSG00000143319	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143322	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1.14	0
ENSG00000143324	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000143337	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000143367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000143374	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1.97	0	0	0	0
ENSG00000143398	93	86	110	66	103	106	105	193	150	81	103	33	93	52	254	97	70	44	54	139
ENSG00000143420	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1.03	3.07
ENSG00000143429	0	1	0	1	0	0	0	1	0	5	1	0	1	2	0	0	1	0	0	0
ENSG00000143450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000143556	0	32	780	2	0	0	0	69	0	4	0	9	2297	4505	20	0	4	2	4	1
ENSG00000143569	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000143632	8	1	28	4	4	1	4	23	0	0	0	0	1	1	88	2	3	1	1	1
ENSG00000143748	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSG00000143751	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000143842	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSG00000143947	386.95	1255	1304	564.9	663	707	352	1024	3714.78	2208.17	6129.36	8070.92	1113	1095	700.9	2204	1014	1488.95	2672.94	1367.86
ENSG00000143951	7.48	6.09	3.47	3.05	2.98	5.78	3.23	5.83	11.72	15.56	10.5	48.27	25.86	0	12.75	25.65	4.14	12.76	6.35	24.89
ENSG00000144021	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ENSG00000144134	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000144161	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000144182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000144306	1.11	1	0	1	2	4	2	0	0	0	0	1	3	0	0	0	0	0	0	94.01
ENSG00000144366	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144381	0	0	0	0	0	1	0	0	0	0	8	4	0	0	1	0	0	0	0	0
ENSG00000144395	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0
ENSG00000144401	2	4.91	3.88	6.15	4	1.23	0	1.44	4.57	6.27	0	0	10.07	5.19	12.91	7.23	3.02	10.58	8.44	7.41
ENSG00000144406	0	0	0	0	0	1	1	0	0	0	0	4	0	1	0	1	0	0	0	0
ENSG00000144407	3	1	2	20	0	0	0	1	15	1	3	753	120	0	3	196	186	338	1	26
ENSG00000144504	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144524	1.17	0	0	0	0	0	0	0	0	0	0	0	1.75	0	0	0	0	0	0	0
ENSG00000144619	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000144642	0	0	0	0	0	0	0	0	2	0	97	212	41	0	39	10	6	217	27	9
ENSG00000144644	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000144645	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.92	0	0	0	1	0
ENSG00000144713	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	2
ENSG00000144730	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11	0	0
ENSG00000144741	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000144792	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000144810	0	0	0	0	0.82	0	0	8.03	2.99	6.84	0	0	10.99	0	3	0	0	0	22.33	15.37
ENSG00000144824	2	1.1	0	3.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145012	1.99	38.81	1	6.95	0	0	0	7.87	6.87	14.69	1	16.14	6.8	2.99	18.46	10.36	2.42	3.67	1.52	16.66
ENSG00000145016	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145029	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000145284	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0	0	0	0	0
ENSG00000145348	0	0	0	0	0	0	0	0	0.99	0	0	0	0	0	0	0	0	2.01	0	0
ENSG00000145375	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000145390	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145476	6	0.87	4.94	2	2	1.98	2	3.99	6.88	10	1.03	2	2	5.04	13.69	7.1	1.96	2.99	4	5.73
ENSG00000145592	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000145604	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000145623	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0
ENSG00000145687	0	2.01	1	2.04	1	0	0	0	0	0	0	0	0	0	2	1	0	2	0	8.77
ENSG00000145725	1.86	0.86	0.78	0	0	0	0.95	0.97	1	0	0	2.01	5.27	0	1.05	2.89	1.92	11	1	6.15
ENSG00000145736	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000145817	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000145819	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000145868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000145936	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
ENSG00000145990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000146006	13	9	1	8	2	0	0	1	7	4	49	12	12	4	7	4	20	30	6	8
ENSG00000146054	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000146070	0	10	0	0	3	4	2	97	0	17	28	113	55	0	13	24	16	6	4	54
ENSG00000146223	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0
ENSG00000146243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000146263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0.99
ENSG00000146267	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146350	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000146373	1	1	15	3	0	0	0	61.75	5.12	20.95	3.87	0	25.69	5	81.43	7.57	2.38	11.82	13.73	4
ENSG00000146374	0	0	0	0	2	0	0	0	4	2	113	3	36	0	2	65	0	67	2	8
ENSG00000146425	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.75	0	0
ENSG00000146477	0	0	0	0	0	0	0	0	4.28	0	254	5	4	11	11	0	4	6.58	1	260
ENSG00000146842	0	1.12	0	0	0	0	0	0	0	0	0	0.98	0	0	0	0	0	0	0	0
ENSG00000146966	0	0	0	0	0	0	0	1	1	1.13	0	0	0	0	0.5	0	0	0	0	1.01
ENSG00000147174	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000147206	1	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	3	0	3	4
ENSG00000147274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000147381	0	0	0	0	1	0	0	318	19	0	2254.83	2447.01	2734	0	250	0	14	0	1829	329
ENSG00000147536	1	0	0	2	0	1	0	0	2	0	0	0	1	0	1	3	0	0	1	2
ENSG00000147647	0	0	0	0	1	3	0	0	1	3	36	6	27	2	7	5	9	0	1	0
ENSG00000147679	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4.17
ENSG00000147697	0	0	0	1	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147789	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000148153	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148219	1.4	6.96	5.98	0	0	4.54	2.65	5.86	5.49	5.59	3.08	14.47	12.1	4.3	16.63	6.51	2.64	8.05	8.06	1.86
ENSG00000148225	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000148297	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000148429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000148600	0	0	3	2	0	0	0	4	3	9	683	1	95	54	62	43	6	8	0	16
ENSG00000148634	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000148704	0	1	0	0	0	0	0	9	5	26	36	257	9	32	141	0	186	21	1	114
ENSG00000148773	0	0	0	0	0	0	0	0	0	0	31	12	0	0	0	1	0	0	0	0
ENSG00000148814	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149054	0	0	0	0	0	0	0	0	1.82	0	0	0	0	0	0	0	0	0	0	1
ENSG00000149090	0	5	13	3	0	1	2	2	7	6	0	1	9	2	20	4	2	1	5	4
ENSG00000149091	1425	1442	1667.76	3305	1870.21	1861	1530	3278.15	1682	3336	332	801.75	2774	1892	3528.83	2331.84	7977	1998	2555.01	1812.09
ENSG00000149182	0	0	0.85	0	0	0	0	0	0	0	0	0	0.68	0	0	0	0.53	0	1.78	0
ENSG00000149311	0	1	0	0	0	1	1	0	0	0	0	0	2	0	1	2.04	0	0	1	0
ENSG00000149483	0	0	0.98	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2.01	0	0
ENSG00000149485	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000149554	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000149591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000149633	0	0	0	0	0	0	0	1	15	36	0	0	0	0	14	80	0	42	8	1
ENSG00000149646	0	0	0	0	0	0	0	0	0	0	0	0	1.03	0	0	0	0	0	0	0
ENSG00000149679	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149761	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000149948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000150051	57	322	5	49	0	0	0	0	0	0	22	1	9	0	50	31	21	29	12	35
ENSG00000150394	1.01	0	0	0	0	0	0	0	0	1	0	0	3	0	2.01	2.94	0	0	0	3.34
ENSG00000150401	0	0	1	0	0	0	0	0	0	0	0	5.77	0	0	1	0	0	0	0	0
ENSG00000150477	51.38	34.91	21.12	11.37	15.45	17.58	23.38	21.19	22.32	8.27	5.17	5.71	45.93	15.33	26.95	6.86	9.05	42.14	22.89	296.62
ENSG00000150527	1	2	1	0	0	0	0	0	1	1	0	0	0	0	1	2	3	2	0	1
ENSG00000150627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000150687	1	0	0	0	0	1	0	0	0	0	0.99	0	0	1	0	1	0	0	0	0
ENSG00000150776	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000150991	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151092	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000151247	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151304	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000151320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000151327	0	0.99	0.82	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	2
ENSG00000151338	4	17.93	0	2.74	0	0	2	15.84	17.9	29.48	7.69	24.88	62.33	4.03	78.6	23.1	3.14	11.34	2.96	170.63
ENSG00000151388	1	2	27	6	17	8	10	0	105	24	278	440	18	0	123	0	1	24	9	14
ENSG00000151413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000151422	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151474	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151575	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
ENSG00000151576	0	0	0	0	0	1.84	0	4.03	0	0	0	1	0	0	0	0	0	0	0	1.97
ENSG00000151650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000151657	1	5.5	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	2.99	1.86	1.06
ENSG00000151773	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2.64
ENSG00000151789	0	1	0	0	1	0	0	3	36	80	3	32	165	0	23	38	0	55	2	2591
ENSG00000151846	0	0	0	0	0	0	0	0	3	0	1.03	0	0	0	10.01	0	0	1	0	0
ENSG00000151882	0	0	0	0	0	0	0	2	0	0	0	3	0	0	1	0	0	0	0	0
ENSG00000152022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16
ENSG00000152049	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3.36
ENSG00000152056	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0
ENSG00000152104	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000152147	0	0	0	0	0	0	1.23	1	0	0	0	0	1.05	0	0	0	0	0	0	0.5
ENSG00000152229	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	1
ENSG00000152443	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000152465	0	0	0	2.06	1	0	1	0	0	0	0	0	0.7	0	0	0	0	0	0	0
ENSG00000152495	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000152556	0	4	0	0	0	0	0	0	0	0	0.98	0	0	0	0	0	1	0	5	0
ENSG00000152582	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000152689	0	0	0	0	0	1	0	0	0	1.85	0	0	0	0	1.92	0	0	0	0	1.02
ENSG00000152700	0.99	0	0	2	0	0	0	0	1.99	1	0	0	1	0	1	0	0	4.79	1	1
