id	group_1_sample_1_ER-ERR1084811_PE	group_1_sample_2_ER-ERR1084806_PE	group_1_sample_3_ER-ERR1084805_PE	group_1_sample_4_ER-ERR1084775_PE	group_1_sample_5_ER-ERR1084765_PE	group_1_sample_6_ER-ERR1084764_PE	group_1_sample_7_ER-ERR1084763_PE	group_2_sample_10_TN-ERR1084799_PE	group_2_sample_11_TN-ERR1084798_PE	group_2_sample_12_TN-ERR1084768_PE	group_2_sample_13_TN-ERR1084766_PE	group_2_sample_1_TN-ERR1084810_PE	group_2_sample_2_TN-ERR1084809_PE	group_2_sample_3_TN-ERR1084808_PE	group_2_sample_4_TN-ERR1084807_PE	group_2_sample_5_TN-ERR1084804_PE	group_2_sample_6_TN-ERR1084803_PE	group_2_sample_7_TN-ERR1084802_PE	group_2_sample_8_TN-ERR1084801_PE	group_2_sample_9_TN-ERR1084800_PE
ENSG00000121749	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.43	0.00	0.00	0.00	0.00
ENSG00000121848	0.00	0.00	1.40	0.00	0.00	0.00	1.00	5.00	3.01	1.00	0.91	6.88	0.00	0.00	0.00	3.65	2.00	1.00	1.00	3.03
ENSG00000121858	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000121904	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00
ENSG00000121957	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000121964	1.00	0.00	0.00	0.00	0.00	0.00	0.94	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	2.47
ENSG00000122026	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000122194	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.42	0.00	0.00
ENSG00000122203	49.00	21.00	25.00	64.00	76.00	72.00	99.00	43.00	78.00	58.00	53.00	24.00	33.00	38.00	152.00	23.00	55.00	33.00	55.00	58.00
ENSG00000122417	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	1.00	0.00	7.01	0.00	1.00	0.00	1.00	1.69	1.96	251.13
ENSG00000122484	3.18	14.96	1.27	7.91	0.00	1.16	0.00	12.22	15.16	11.54	3.29	5.61	20.35	4.20	9.51	2.73	2.47	13.81	11.38	272.34
ENSG00000122592	6.00	0.00	0.61	0.00	0.00	0.00	0.00	1.07	329.73	810.20	187.24	0.00	51.37	1.47	126.41	261.16	18.23	1.00	1.00	431.53
ENSG00000122692	1.03	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000122696	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000122705	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000122741	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000123106	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000123130	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
ENSG00000123154	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000123178	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000123179	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	2.76	0.00	1.01	1.99	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000123219	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000123352	0.00	2.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000123358	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000123416	1493.38	1462.46	2348.44	2264.39	1881.51	2264.47	3660.42	1445.32	1804.50	938.80	3099.83	1252.50	928.81	856.94	1601.34	2740.42	2983.02	636.69	993.78	1912.45
ENSG00000123473	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000123576	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	46.00	3.00	19.00	0.00	1.00	4.00	18.00	2.00	63.00	50.00
ENSG00000123600	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.99	0.00	0.00	0.79
ENSG00000123610	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	7.00	1.00	327.00	31.00	19.00	1.00	16.00	292.00	0.00	68.00	16.00	7.00
ENSG00000123636	0.00	0.98	0.65	0.00	0.00	0.00	3.00	0.00	0.00	0.46	0.00	0.00	2.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000123700	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.00	34.00	1.00	1.00	76.00	26.00	0.00	11.00	53.00	0.00	7.00	0.00	2.00
ENSG00000123843	2.00	40.00	1.00	3299.00	7.00	7.00	4.00	3.00	6.00	4.00	0.00	0.00	144.00	0.00	23.00	0.00	9.00	0.00	0.00	0.00
ENSG00000124019	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	4.00	31.00	47.00	93.00	14.00	12.00	3.00	1.00	1.00	3.00	17.00	18.00
ENSG00000124102	5.00	0.00	29.00	2.00	0.00	0.00	0.00	4.00	4.00	1246.00	21.00	2862.00	238.00	79.00	49.00	5.00	0.00	2.00	35.00	101.00
ENSG00000124120	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000124171	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000124201	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	1.00	0.00	0.00
ENSG00000124209	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000124217	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000124228	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.98	0.00	0.00	0.00	1.16	0.00	0.00	0.00	1.00	1.53	0.00	0.98
ENSG00000124243	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000124260	5.00	448.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	2.00	1586.01	58.00	1182.00	0.00	1.00	1.00	295.00	0.00	460.00	157.00
ENSG00000124422	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000124429	62.00	192.00	124.00	1053.00	3.00	3.00	2.00	1.00	13.00	74.00	1.00	385.00	58.00	4.00	26.00	0.00	442.00	0.00	84.00	134.00
ENSG00000124444	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000124532	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000124574	3.00	9.98	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	2.00	0.00	0.00	2.00	0.00	0.00	4.00	0.00	1.00
ENSG00000124608	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000124678	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000124766	6.02	9.00	18.00	8.00	12.04	12.00	15.09	38.99	123.31	17.00	170.84	520.31	45.36	1.00	19.14	40.99	32.95	20.00	32.19	58.07
ENSG00000124783	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000124831	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000124875	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	2.00	0.00	0.00	1.00	0.00	0.00	6.00	0.00
ENSG00000124882	2.00	563.00	324.00	0.00	1.00	1.00	1.00	101.00	1.00	2.00	10.00	7.00	12.00	1761.00	57.00	3.00	13.00	1.00	2.00	6.00
ENSG00000125166	1.00	2.00	3.00	7.00	5.00	2.00	9.00	3.00	0.00	3.00	4.00	5.00	2.00	3.00	5.00	2.00	2.00	0.00	2.00	4.00
ENSG00000125347	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000125354	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000125363	0.00	0.00	0.00	0.00	2.00	1.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000125462	0.61	1.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00	1.00	0.00	1.99	0.00	0.00	0.00	0.00	1.99
ENSG00000125503	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000125611	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00
ENSG00000125730	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000125741	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.01	0.00
ENSG00000125845	10.00	10.00	17.00	5.00	2.00	0.00	0.00	2.00	34.00	173.00	102.00	151.00	16.00	2.00	45.00	239.00	0.00	391.00	0.00	264.00
ENSG00000126067	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
ENSG00000126070	0.00	6.10	0.00	0.00	1.01	0.00	0.00	2.00	0.00	1.20	2.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00	4.12
ENSG00000126550	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	1.38	0.00	1.00	1.00	0.00	0.00	0.00	3.00
ENSG00000126653	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00
ENSG00000126768	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000126785	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	16.00	0.00	114.00	4.00	13.00	0.00	183.00	1.00	1.00	5.00	7.00	9.00
ENSG00000126934	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000126952	0.00	2.00	0.00	2.00	5.00	7.00	4.89	0.00	0.00	0.00	10.70	0.00	0.00	0.00	10.00	0.00	3.14	0.00	0.00	1.03
ENSG00000126953	0.00	1.00	2.00	0.00	2.00	1.00	0.00	5.00	4.00	2.00	27.00	14.00	0.00	2.00	0.00	6.00	1.00	0.00	4.00	3.00
ENSG00000127054	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000127445	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.03	0.00	0.00	0.00	0.00	0.00	1.56	0.00
ENSG00000127452	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000127463	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000127483	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000127507	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000127526	0.00	1.00	2.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	1.00	2.00	0.00	0.00	2.00	0.00	1.00	0.00	2.00	2.00
ENSG00000127603	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000127804	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000127914	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00
ENSG00000128266	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000128309	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000128383	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000128710	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.94	0.00	61.56	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	15.90
ENSG00000128713	0.00	0.00	0.00	1.00	0.00	0.00	1.00	4.00	28.06	3.00	463.44	0.00	30.00	2.00	0.00	0.00	164.00	1.00	0.00	140.10
ENSG00000128714	1.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	431.00	23.00	1452.00	0.00	123.00	4.00	64.00	0.00	1.00	0.00	1.00	154.00
ENSG00000128805	0.00	0.00	0.85	0.00	0.00	0.00	0.00	5.00	2.00	3.98	0.00	6.98	6.61	0.00	1.12	0.00	0.00	2.97	13.35	5.00
ENSG00000128891	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000128928	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000128989	0.00	0.00	1.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000129003	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000129128	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000129250	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000129255	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000129353	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000129451	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000129465	6.00	393.00	54.00	161.00	4.00	7.00	2.00	3.00	98.00	15.00	1.00	278.47	1.00	477.49	438.58	76.00	320.00	2.00	1.00	217.00
ENSG00000129480	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000129514	5.00	6.00	1.00	0.00	4.00	6.00	2.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000129595	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000129667	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000129680	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000129910	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
ENSG00000129990	0.00	0.59	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000130052	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000130158	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.98	0.00	0.00
ENSG00000130164	0.00	0.00	0.00	0.00	0.00	0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.90	0.00
ENSG00000130203	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
ENSG00000130234	0.00	0.00	12.00	0.00	1.00	0.00	1.00	117.00	89.00	60.00	0.00	632.00	199.00	4.00	30.00	10.00	60.00	1.00	14.00	11.00
ENSG00000130244	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	1.00	2.01	0.00	0.00	0.00	1.00	0.00	0.00	1.00
ENSG00000130254	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000130332	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000130338	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000130363	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000130413	0.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	4.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	2.00
ENSG00000130429	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000130517	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000130529	0.00	0.00	0.00	1.00	1.00	0.00	3.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000130544	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000130561	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.01	0.00	1.00	0.00	0.00	0.00
ENSG00000130592	1.00	0.00	10.00	0.00	0.00	0.00	0.00	41.00	2.00	9.00	1.00	110.00	823.00	8.00	5.00	0.00	0.00	2.00	9.00	489.00
ENSG00000130669	1.93	0.00	0.00	0.99	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.99	0.00	0.00
ENSG00000130702	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000130703	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000130713	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.02	0.00	1.66	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000130741	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000130772	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000130779	1.11	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.88	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000130812	3.43	11.47	18.33	34.25	6.01	0.00	0.00	3.52	8.03	18.09	0.00	7.39	1.32	7.99	39.93	6.44	22.39	1.18	9.04	2.40
ENSG00000130813	330.57	423.53	410.67	736.75	79.99	76.00	34.00	67.48	141.97	254.91	112.00	1177.61	312.68	485.01	1247.07	241.56	511.61	270.82	1163.96	169.60
ENSG00000130921	2.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	1.00	1.00
ENSG00000130939	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000130940	31.00	6.00	18.00	18.00	18.00	23.00	18.00	10.00	16.00	7.00	0.00	12.00	2.00	4.00	10.00	0.00	3.00	0.00	5.00	33.00
ENSG00000130988	3.00	5.00	2.00	8.00	3.00	3.00	5.00	149.00	8.00	158.00	122.00	28.00	18.00	0.00	196.00	4.00	0.00	1.00	1.00	27.00
ENSG00000131080	4.00	208.00	0.00	326.00	2.00	1.00	0.00	0.00	25.00	13.00	61.00	0.00	20.00	338.00	91.00	0.00	0.00	0.00	8.00	20.00
ENSG00000131174	0.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000131242	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.02	0.00	0.00
ENSG00000131437	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	1.00	0.00	0.00	0.00
ENSG00000131462	0.00	0.00	2.00	0.00	0.00	2.00	0.00	0.00	1.00	0.00	2.00	6.08	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000131626	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000131724	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000131795	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000131844	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000131899	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000132024	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000132153	0.00	5.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000132274	8.04	1.48	0.00	5.58	0.24	1.03	5.07	0.00	0.00	0.00	0.00	0.00	2.10	4.12	0.00	1.00	2.08	3.01	1.97	0.00
ENSG00000132297	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	6.02	1.00	0.00	0.00	5.00	1.00
ENSG00000132326	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.94	1.05	0.00	0.00	0.99	0.00	1.08	0.95	0.00	5.88	1.00	0.00
